,Channel ID,Channel Name,Created,Description,Genre,Comment Count,Subscriber Count,Video Count,View Count,Popularity,Label
385,UCsMw2Sb1yqVfGVbSUKwCOhw,C's Beauty Blog,2015-04-06,"Welcome all my fellow beauty junkies! Click subscribe to stay up to date with my skin care and beauty obsessions, favorites and more! I look forward to working ...",Beauty,0,4325,4325,370312,374637,0
390,UCeI-S3MB4dzfpc7vjkZcHQQ,Beauty by Bianca Linares,2017-04-27,"Heyyy, ladies and gents my name is Bianca better known as beauty by Bianca from Facebook! I'll be doing makeup tutorials and random shizznit! Enjoy.",Beauty,0,21548,21548,178284,199832,0
368,UCCWhAby_JAgRXPsTxFBuv2g,Beauty queen14,2014-10-07,Uploading schedule - whenever I'm not being lazy Business Inquiries only: Onyistar11@gmail.com IG@Stubborn.onyi Sc @stubbornooooo My name is onyi im ...,Beauty,0,1183,1183,51782,52965,0
389,UC2WMw57N59d_2iq096X3GsA,Joanna Beauty,2017-06-27,Hello everyone and welcome to my channel   Do you want information about me?   Look: ♡My name is JOANNA!!!!!!!!!!!!!!!!!!!!!♡ ♡My favorite color is PINK!,Beauty,0,1098,1098,19594,20692,0
351,UC-FJlpOV-TPkighCB-ytyMw,FoodSteps,2017-02-09,,Beauty,0,0,0,0,0,0
467,UCepVy23t8l-CEaASZzfo9Jg,Fashion Channel,2006-09-21,"Fashion Channel brings you the best videos and the most exclusive moments of the international runway since 1982 until now, the most representative fashion ...",Fashion,222,883637,883637,630369632,631253491,Popular
519,UCUUUpaMp8DV6KUOfQwoIiLg,WOWPresents,2010-03-10,"WOWPresents is edgy, loud, ahead of the curve, fashion, music, celebrity, trendsetting, off-beat, in drag, out of drag, gay, straight and whatever. WOWPresents is ...",Fashion,28,984135,984135,602807086,603791249,Popular
484,UCqzju-_WMKsgNx8R3QwupQQ,FashionTV,2006-07-16,"Be the first to see the latest videos this December on FashionTV, catch our latest runway from the Victoria's Secret Show ,London,Milan and Paris Fashion ...",Fashion,4097,419586,419586,333669399,334093082,Popular
464,UChNN7VBxPTiNrqjUaQd9bxA,Teachingmensfashion,2012-09-14,"""two brothers changing one man at a time"" Email: info@teachingmensfashion.com.",Fashion,1,2415312,2415312,267412488,269827801,Popular
470,UC3T5fmgL4Kvk3kG1kF6JFeA,FF Channel,2011-10-17,Watch the best fashion content around the world from the front row. Enjoy it!,Fashion,6,539610,539610,230602361,231141977,Popular
483,UCgWfS_47YPVbKx5EK4FLm4A,Jenn Im,2010-03-01,"Business Inquiries: jenn@rare.global I'm Jenn Im. Korean American. Born and raised in LA. Clothes Encounters is a vlog of style musings, tutorials and lifestyle ...",Fashion,2444,2165530,2165530,219197395,221365369,Popular
555,UC0KiGuCTrehqzSQ7ikjxSQw,Patricia Bright,2009-02-21,"A Female fashion beauty and hair channel with tutorials and videos to help with your beauty and fashion needs. Style advice Im here, random Life advice I'm ...",Fashion,2930,2306846,2306846,196101260,198411036,Popular
468,UCVsTboAhpnuL6j-tDePvNwQ,Tess Christine,2008-04-20,Hi everyone! Welcome to my channel :) Business inquiries: mgmt@select.co with TessChristine in the subject line. I found the youtube beauty community a few ...,Fashion,2018,2369933,2369933,174437480,176809431,Popular
538,UCXvNwVZS_64yaAIIPbMdSUg,Today Fashion,2017-01-14,These adorable muggulu have become a part of our culture. Every wife wakes up early in the morning cleans her courtyard and decorates them with beautiful ...,Fashion,0,483491,483491,170984612,171468103,Popular
560,UCoc8tpGCY1wrp8pV7mI0scA,H&M,2007-03-07,Welcome to H&M's official YouTube page. Explore the entire H&M fashion world under one roof. Subscribe to get all the latest video updates and fashion news.,Fashion,532,311558,311558,170355507,170667597,Popular
543,UCML__NEREGhxQ22Fijbgo4A,Fashion World,2013-08-08,WELCOME to Fashion World Channels :- The channel have a vast array of a Fashion World Channel is always update you with the Indian culture and Latest ...,Fashion,0,281484,281484,142690694,142972178,Popular
532,UCYoIdjwkGRhL8RM8Kcd6ZVg,She Fashions,2016-10-25,"Welcome to She Fashions, My channel Truly about Fashion & Hairstyles Tutorials.Here we share videos of beautiful easy hairstyles, simple hairstyles, quick ...",Fashion,0,424994,424994,116069493,116494487,0
556,UC_KQKeg7kNrlvrIXPnpwgEA,Dina Tokio,2011-04-04,"Modest fashion, Beauty & Lifestyle PO BOX address for mail is below: Suite 220 45 Salisbury Rd Cardiff CF24 4AB.",Fashion,478,756139,756139,104529492,105286109,0
494,UC7gJCoe8Zf4N1aB0Hnmzyqg,Evelina,2008-05-31,"Welcome to my channel! Please subscribe for more fashion, beauty, healthy living, and lifestyle videos! Also, make sure to check out my Russian Channel, too!",Fashion,2888,1324795,1324795,99155426,100483109,0
559,UCj5tYok-Han88RBzumyHwlw,Elegant Fashion 360,2013-04-24,"Welcome to my channel Here you can find all the fun thing to do, to make, and to eat. Check out my web site www.ElegantFashion360.com for more Fun Ideas.",Fashion,0,247471,247471,93298755,93546226,0
526,UCrrii_GC9tKX-2BprmNROAA,Random Fashion Stuff,2016-01-18,,Fashion,0,351851,351851,91943580,92295431,0
558,UCRSfmNCRk58D-aL5vZdBLow,Wendy's Lookbook,2011-01-13,"Inspiration. Imagination. Fashion. Hi everyone! I'm Wendy. I find inspiration in art, nature, culture, architecture, food, people and music. For me, fashion is a ...",Fashion,2418,666080,666080,90095925,90764423,0
520,UCbc1BjP7hJuFh-xFBW0Mdzw,Linda Fashion,2015-08-15,welcome to Linda fashion our channel post daily videos of new dress models clic on subscribe to see them first.,Fashion,0,161702,161702,85420440,85582142,0
540,UCvBo8526ecRQSjmVy8N8GWg,DailyIndian Fashion,2016-12-25,"Welcome you all... This page mainly contains interesting Daily Indian Fashion videos, Beautiful Fashion&beautiful Jewellery Collections...I hope everyone will ...",Fashion,0,222412,222412,75604192,75826604,0
530,UCsz0bU36kCRrXl6A7rvW7-w,The Fashion Plus,2016-08-30,"Subscribe for the latest jewellery and fashion products designs trending. In this channel,you can find images or ideas about different fashionable items For Both ...",Fashion,0,195754,195754,73935963,74131717,0
561,UCZ8TREbPfawhSvayVe5pqKg,British Vogue,2005-10-05,British Vogue is the world's leading premium lifestyle and fashion entertainment channel. Weekly releases and brand new original programming including short ...,Fashion,4,531659,531659,72074087,72605750,0
557,UCZpNX5RWFt1lx_pYMVq8-9g,Chriselle Lim,2008-01-26,"Notable for her visually stunning original content, Chriselle Lim has created a name for herself in the fashion industry. Starting off her career as a stylist, she ...",Fashion,2642,758705,758705,66818359,67579706,0
568,UCNe161YMUykW264kFe5PWxA,Highsnobiety,2006-03-31,"Welcome to the official TV channel of Highsnobiety.com, Your Online magazine covering the latest in men's fashion, sneakers, music, art and lifestyle.",Fashion,50,252353,252353,66968702,67221105,0
465,UC2PXDSHzkXWrF51ApU6WUCA,FashionByAlly,2007-03-04,"Hi, I'm Ally! I share creative life hacks, DIY tutorials, and healthy lifestyle videos. The goal of my channel is to empower women with body confidence tips and to ...",Fashion,1282,733932,733932,59566713,60301927,0
542,UC9JWWB1i2iQ6iVeEQtW7WXw,Jewel Fashion,2016-12-22,"Hi, We make your life easy by sharing all the latest updates on Beautiful, trendy and New Designs in Jewellery and Fashion World. Please do support us by ...",Fashion,0,189421,189421,58782305,58971726,0
545,UCbKlDuCED2xyZY4i-tTR0tQ,Royal Fashion Channel,2015-08-15,"Royal Fashion Channel is about Royal Families around the world and other personalities. My favorite royals are Catherine, Duchess of Cambridge and ...",Fashion,0,70422,70422,55053873,55124295,0
475,UCvz7o9PdPuu0hBAFIf8B9Dg,Fashion Trend Seeker,2014-01-13,Fashion Trend Seeker is a DAILY fashion vlog dedicated to keeping your style updated and fresh with all of the latest styles and trends. We're open to ...,Fashion,0,305625,305625,49817071,50122696,0
495,UCuCXXo0FRLq_vFlNz-yLf-A,POPSUGAR Fashion,2010-02-12,POPSUGAR Fashion is the ultimate source for what's new in fashion. Don't forget to check out our show We Spy Style!,Fashion,230,141803,141803,39811628,39953661,0
474,UCs28ENTaNaNjYW6AIki4Wvw,Fashion Diaries,2013-12-10,"Bienvenidos!! :) Mi nombre es Pamela y vivo en Buenos Aires, Argentina. Soy periodista y amo la moda y el maquillaje. En este canal vas a encontrar: - Hauls ...",Fashion,0,477566,477566,35370943,35848509,0
471,UCmVNomVEhtUBbAjc006rtDA,The Fashion Citizen,2011-02-17,Steph & Melissa Two frugal fashionistas living the dream in sunny Arizona For business inquires please email us: stephanie@thefashioncitizen.com.,Fashion,1518,325016,325016,35511591,35838125,0
576,UCzzOKT1SkE7qdycJvPCR3Gg,Mia Maples,2013-02-15,"Hi There, My name is Mia Maples I make videos for your enjoyment, my videos range from Beauty/Fashion videos to just Fun/Entertaining videos. If you like what ...",Fashion,19,429125,429125,34413628,34842772,0
547,UCCYfKl9qeKj_gFY7IthCnBg,Latest fashion collection,2013-10-13,Hello friends! welcome to my channel.this channel is about latest designs of Patiala Punjabi suits#boutique suits#different dresses#kurtis#kurtas#churidar etc.,Fashion,0,167513,167513,33828186,33995699,0
549,UCDUpIWGzLpf_oyQaM6tXJVg,POPPORY FASHION BLOG,2011-07-24,Poppory Fashion Blog รวบรวมนำเสนอคลิปวิดีโอแฟชั่นโชว์ในเมืองไทยจากแบรนด์ต่างๆ...,Fashion,0,62118,62118,32399783,32461901,0
523,UCYWrFKvV9FwgUxTURL6fiZw,Fashion Feed,2016-07-20,Watch the fashion shows from around the globe. Contact us here fashionfeed16@gmail.com.,Fashion,0,0,0,30476597,30476597,0
563,UCuduuoIBTPTyE9Jzs30kt5g,Fashion-Riot,2012-12-12,Fashion-Riot es un canal de moda y consejos. Contacto: clarita@fashion-riot.com.,Fashion,87,599665,599665,29350663,29950415,0
504,UCFEEF-I05q4Jv1xuCDdlDAQ,SS,2016-04-24,,Fashion,0,41626,41626,29814903,29856529,0
567,UCse1JOd6PXeLG2lH-m1F2DA,fame fashion,2013-09-25,"If you love engaging in fashion, make-up, beauty, accessories, styling then come around the world with Fame Fashion and discover the latest trending fashion ...",Fashion,1,105144,105144,29501174,29606319,0
571,UChxkFSjTE7nLCHsDk8_pRhg,Justine Leconte officiel,2015-06-01,"Welcome here! I am a French fashion designer currently living in Berlin, where I founded my womenswear label. New videos every WEDNESDAY 4pm ...",Fashion,0,360285,360285,27824958,28185243,0
466,UCCmfa729dnJCi_bK7fSNbpw,Fashion Mumblr,2013-09-03,"Hi I'm Josie! London based Beauty, Fashion & Lifestyle blogger. Loves small dogs, macaroni cheese and shiny things! Subscribe for mostly beauty mumblings ...",Fashion,0,270995,270995,23522514,23793509,0
553,UCicj4vaTT9zm9W0FZy8l-7Q,Chandrika Solanki Fashion Collection,2015-11-11,"I share here about latest fashion wear, beauty tips like mehndi designs, hairstyles, nail arts, jewellery, household decoration for festivals etc. I often share health ...",Fashion,0,63906,63906,21636281,21700187,0
516,UCLX6XpwAkB00LdK_flDFW2w,fashion flower3,2015-04-07,,Fashion,0,53800,53800,20484468,20538268,0
565,UCCVKEfCwVZO60HhdhcN56HA,Sophie Shohet | Fashion Beauty Lifestyle,2009-03-21,"My favourite topics: Luxury, Supercars & Personal Development Here's a little about me and what my channel is about.... I'm all about personal development and ...",Fashion,4,177031,177031,19738280,19915315,0
522,UCIqxFPHOuIyuLIgEWZTidCQ,Mercedes-Benz Fashion Week,2007-08-14,"The Official Mercedes-Benz Fashion Week YouTube channel is your front row seat to the iconic New York, Berlin, Australia, Istanbul and Miami shows.",Fashion,72,46732,46732,19068725,19115529,0
566,UCdQetYa9JdPGTbR5glPiJ7Q,Madda.fashion,2008-10-14,"CONTATTI************ BUSINESS / MARKETING MAIL: Maddinafashionconcorsi@gmail.com ************************************** Ciao, mi chiamo Maddalena, ...",Fashion,3537,81468,81468,18706866,18791871,0
534,UCyX17QDOHQUgh2_DuYKOMGg,Fashion Ki Duniya,2016-12-26,"Find out all about the latest fashion trends for you. New Clothing, Shoes, Jewelry, Bangles Beauty Tips, Hair Styles, Mehndi Designs, Bags.",Fashion,0,67260,67260,18364648,18431908,0
562,UCSvZTE-ZDWdgkmz9kwiYDRQ,Tokyo Fashion,2009-05-27,"The official YouTube channel of TokyoFashion.com, the world's most popular English-language website about Japanese street fashion and beauty. Please ...",Fashion,39,161592,161592,17808984,17970615,0
535,UC-Dr1MOv3S6ZRCn1NllZt1w,Latest New Fashion Trends,2017-05-18,"Hi my channel is all about is latest fashion trends, i hope you will like my work and stay with me:-)))) If You are interesting to promote your items through my ...",Fashion,0,48888,48888,17496430,17545318,0
515,UCkkVe_1wVVhT_w_BU6CKgXw,Fashion9tv,2016-08-10,fashion9tv channel is reference channel for general information purpose only.we do not sell any items on our channel. we bring beautiful collections with price ...,Fashion,0,49944,49944,17093762,17143706,0
498,UCxWQnCW7H0ZMxHbDEOOboyA,CREATIVE FASHION,2013-09-27,"NAMSTE WELCOME to our channel. CREATIVE FASHION is a you tube channel , & i am very glad to meet through this channl who love""s FASHION ...",Fashion,0,200409,200409,16367473,16567882,0
487,UCMsEZ4DiNPPHx-Fkc_ECuBg,POPxo Fashion,2017-05-10,"POPxo Fashion is the fashion fix for every woman out there. From office looks to dates and sometimes to a casual trip to the beach, we have you covered for all ...",Fashion,0,175988,175988,14897954,15073942,0
550,UCZL1o9YESRAcJ2scItkbgXw,Latest Fashion,2014-08-18,"This Channel is about latest Designs and patterns of Dresses, Anarkali Suits, Sarees, Kurtis, Salwar Suits, Women Salwar, Designer Suits, Salwar Kameez, ...",Fashion,0,48659,48659,14452523,14501182,0
546,UCSkWgJ-6ynzAyC8f5CSKlHw,Grazia UK,2005-10-26,"Want to see fashion as it happens? Watch footage direct from the front row? See beauty trends as they're being developed backstage? Well, now you can.",Fashion,111,17749,17749,14343426,14361286,0
569,UCMUDQ9olA7guLDYE-xNfiHA,Fashion & Lifestyle – powered by OTTO,2005-11-15,"Willkommen auf dem Fashion-Channel von OTTO! Abonniert den Kanal, um kein refashion-Video von Eylem und keine Folge Stylediaries mit Sofia zu ...",Fashion,265,37886,37886,14204567,14242718,0
574,UCrE3DFHrxY0Cp9KM8BuEX4g,Fashion Laura,2013-12-24,Kopiowanie i wykorzystywanie filmu bez zgody autora jest zabronione.,Fashion,0,86769,86769,13905407,13992176,0
481,UCt_x7Lrzsh46ldekqW4b3hw,Art and Fashion,2016-03-27,"Highlights from the greatest designers and models on the runway, exemplifying artistic expression through fashion.",Fashion,0,26401,26401,11323989,11350390,0
489,UC9inih1P9aUuJ3xtEqyIJcQ,Yaers Fashion TV,2016-09-09,Yaers Fashion TV.,Fashion,0,0,0,11233261,11233261,0
570,UCxDGBROh_raLb2hmGpnpwSw,My fashion for legs,2015-05-05,"Achtung: Ich bin 2 Wochen gesperrt und kann keine Videos hochladen! Vielen Dank an den Neider, ich habe wohl etwas richtig gemacht ;-) ******* Alles über ...",Fashion,0,32528,32528,11102754,11135282,0
521,UC3gOnktm2IgFZYzdf-90iEQ,Videofashion,2007-11-08,"Videofashion has been celebrating the art of fashion since 1976! For 41 years, our video crews have been front row, backstage, and behind-the-scenes covering ...",Fashion,58,23686,23686,10495910,10519654,0
548,UCCI3KWeu-3AkolSUfhL4mkw,Royal Fashion Tube,2013-08-25,"The channel shows videos about Royal Families and Monarchy around the world, Jewels, Royal Style & Make Up. Expecially I show Royal Tiaras, Luxury ...",Fashion,0,13192,13192,10310912,10324104,0
508,UCAYNyC4XsSYszzo2Wj5QiZA,Fashion for Life,2015-09-05,,Fashion,0,34498,34498,10174204,10208702,0
577,UC1ztfF0-cd4VX27ItjMoGEg,Colleen G Lea - FSBTV,2011-03-14,"A sewing channel for beginners, intermediate and advanced fashion sewers who want to learn how to sew and transform old clothes, my clear and concise step ...",Fashion,80,77769,77769,9801923,9879772,0
497,UCjbjvSq7p22DjFHzTB0UMIw,Fashion Tips,2014-01-10,"Welcome to Fashion Tips, I am Noor, Fashion Designer from Pakistan. You can watch daily free videos on my channel about fashion designing, Cutting, ...",Fashion,0,115823,115823,9649869,9765692,0
479,UCXabuOHaeWcwSMacdWWq7Sw,Hair-Fashion Homeremedies,2016-11-03,"Hi all, Welcome @ Hair-Fashion Home Remedies. This channel is about sharing the Latest Trendy Hairstyles and Fashion ideas. We also gonna share some ...",Fashion,0,52121,52121,9412494,9464615,0
507,UCVzBWAun4M54xTXLqDOpv-g,Taste Of Fashion,2015-12-18,"Ovo je priča o jednoj ženi, koja nije imala ništa, a radom je napravila svašta. :) Ovde se priča na razne teme, s primarnim akcentom na šminki i kozmetici.",Fashion,0,55289,55289,9030073,9085362,0
579,UCWrGJgqNOhF_aapx1pH9Jpg,CelebtopiaCelebs,2013-01-06,http://www.celebtopia.co.uk Free community to share video's and pictures. Join Free today!! :-),Fashion,0,18991,18991,8790722,8809713,0
510,UCB4FB55jXikWc2lx0XgzifQ,Art Hearts Fashion,2014-08-17,,Fashion,0,23651,23651,8571418,8595069,0
501,UCGaus2Sz1c8nKayvTDkhg9w,Vintage Fashions,2011-08-17,"Vintage Fashions - a dedicated fashion channel from British Pathé, on which we share vintage beauty shows, fabulous catwalk coverage, retro women's lifestyle ...",Fashion,25,51744,51744,8342259,8394028,0
572,UCj2_fTRSMGqo1KmOpmpaOzg,You Make Fashion,2011-02-09,"youMAKEfashion est un blog où je partage mes looks, mes Do It Yourself, mes bonnes adresses et mes voyages. Ma chaîne Youtube complète mon blog avec ...",Fashion,0,92075,92075,8011972,8104047,0
564,UCx_oBUq0abZhe3OUMRTqdLg,"Stardoll Fame, Fashion & Friends",2006-05-17,"Stardoll is a world of Fame, Fashion & Friends. Create, style and dress up your own virtual doll in the largest and most popular online fashion game. With over ...",Fashion,2,395652,395652,7574797,7970451,0
469,UCIq58g_1_vGIUQaRqmFT35A,A FASHION,2008-01-25,"With a passion for fashion I create videos to show of some of the top models in the industry, as well as the latest trends and fashion shows. If you have any video ...",Fashion,2,30337,30337,7448751,7479090,0
536,UCOTIeIEXL9LkkvoVKZDNr3A,British Fashion Council,2012-06-13,"The British Fashion Council promotes British designers to a global market. See coverage across all of the BFC's key events including London Fashion Week, ...",Fashion,0,24045,24045,6688885,6712930,0
573,UCtJiRqiTLjCuouJC2Ho-5Mw,Megan Ellaby,2013-01-30,A channel by a fashion loving Mancunian weirdo.,Fashion,0,84218,84218,6177486,6261704,0
537,UCvAjXgATmDMEiLgPfc3AcVg,Princess Fashion Show,2013-09-02,Games mainly for girls who adore princesses and similar fairy tale characters. Imaginary world full of glittery dresses and dreamy music. Juegos sobre todo para ...,Fashion,0,6556,6556,5901132,5907688,0
541,UCtcZo8a0ES050ked8-WIQiA,Fashion Trends,2017-03-12,"Hello guys, You are already familiar with my channel name called fashion trend.We are very pleased to share with you latest collection of all types of ladies ...",Fashion,0,24305,24305,5452345,5476650,0
527,UCCwc9jFOTCQ0uRhUIW8v_zQ,Moda 2017 Fashion 2018,2016-12-11,Moda 2017 Fashion 2018 mostrara En estos vídeos y vamos a descubrir algunas de las mejores tendencias que van a invadir las tiendas esta temporada y ...,Fashion,0,21959,21959,5217701,5239660,0
473,UCpVt80nRWT2DFLNTllokBEg,Debonke House of Fashion,2016-09-15,Dabonke.com combines the pursuit of interesting and intriguing facts with the innate human desire to rank things. From beautiful Ankara styles pictures to lovely ...,Fashion,0,17950,17950,4703286,4721236,0
575,UCPegzUNwooyJ7fwK9dEvfBQ,Fashion teaching,2012-06-17,"Learn how to draw fashion sketches with fashion illustrator Ioana Avram. I will help you learn how to draw fashion sketches and everything related: composition, ...",Fashion,5,97494,97494,4405429,4502928,0
509,UCS-HyxHT3A_PLXC8zlX73Yw,Fashion Television,2014-11-10,"Fashion Television is considered the leading authority on fashion and lifestyle. Broadcasting internationally, Fashion Television is a 24-hour English language ...",Fashion,0,9524,9524,4252622,4262146,0
533,UCZ5WhTJbuTHdwzx-czvNSFQ,Fashion One,2006-09-05,"Fashion One is a cutting-edge, global TV network which focuses on the synergy between fashion, film and TV. The channel features a unique selection of ...",Fashion,86,31954,31954,4136284,4168324,0
539,UCtWaG1fvxvAnjHkWswykxAw,Fashion Trends,2016-06-14,Hi everyone :) Subscribe https://www.youtube.com/channel/UCtWaG1fvxvAnjHkWswykxAw.,Fashion,0,14402,14402,4011910,4026312,0
477,UCRHNPuJJTNetewTHh6CAV7w,All New Fashion Trends,2014-03-05,All about women fashion.,Fashion,0,13854,13854,3921956,3935810,0
476,UCzLoxcyYRJJbCxfj5uU1FRQ,LickMyFashion,2014-11-24,Well what can I say? The time has come for me to finally release visuals of me because I felt like I needed to connect with my supporters on a new level. A lot of ...,Fashion,0,65770,65770,3667920,3733690,0
502,UCe1qICvWRDbdH7-Fixvj7Bg,The Business of Fashion,2009-01-03,"The Business of Fashion has built a global following as an essential daily resource for fashion creatives, business professionals and entrepreneurs all over the ...",Fashion,5,56270,56270,3364395,3420670,0
517,UCM-in3WzMJ4QYI33-E3wPzA,My Fashion,2016-12-23,,Fashion,0,8783,8783,3053244,3062027,0
482,UCngcFNprsiqXOx1Q8rdW3Yg,Adam Saleh Fashion,2016-06-20,Welcome to Adam Saleh Fashion :),Fashion,0,118017,118017,2864834,2982851,0
524,UCDLOWU51V3yuDj7Du3Jypiw,TOR Fashion,2013-03-23,TOR Fashion is a visual database and character gallery for Star Wars: The Old Republic (SWTOR). Videos on this channel are intended to augment posts on ...,Fashion,1,1987,1987,2845856,2847844,0
554,UCaOWowT_-_8hPofUxfoHwYQ,Lakmé Fashion Week,2010-01-27,The official channel of Lakme Fashion Week - Mumbai.,Fashion,0,11020,11020,2193590,2204610,0
511,UCxp5zD09MTmetQZA0TeFbXg,South India Fashion,2013-04-28,www.Southindiafashion.com is a fashion blog for style-conscious women everywhere. It is the ultimate spot for the fashion obsessed which features celebrity ...,Fashion,0,5293,5293,1993262,1998555,0
486,UCqL8oAX_1xgB4vCLf_hvzLw,Fashion Slave,2015-04-01,"London-based fashion and lifestyle blogger. This is my space for videos on personal style, new trends, fashion hauls (I spend too much money!) and maybe ...",Fashion,0,34304,34304,1825162,1859466,0
485,UCAm9lLbh-tGKDgG2n2Dq74w,Lowkey Fashion,2015-04-09,"Contact, Business purposes only DwellerDwellerBusiness@gmail.com Clothing/Entertainment. Twitter | Instagram @coreydweller.",Fashion,0,31784,31784,1576594,1608378,0
531,UC2nFgRTcVQxcwkhtEZNKlgQ,Fashion And Accessories,2016-11-21,All about fashion and accessories for all ages.,Fashion,0,1439,1439,1480766,1482205,0
496,UCjKr2Ro-5X0BM6UptvhWvEw,The Ultimate Fashion History,2012-10-26,"FASHION HISTORY LIKE YOU'VE NEVER LEARNED IT BEFORE. The Ultimate Fashion History Channel is created and narrated by Amanda Hallay, a college ...",Fashion,1,17998,17998,1450164,1468163,0
492,UCkHrz5rsB72J4806xIkKeHw,Fashion Trends PK,2016-01-08,"Find out all about the latest fashion trends for you. New Clothing, Shoes, Jewelry, Bangles Beauty Tips, Hair Styles, Mehndi Designs, Bags. Thank you so much ...",Fashion,0,6384,6384,1414317,1420701,0
578,UCU6vmsP8LiM12-Cb9Ahr1_w,ITALIAN HAIR FASHION,2014-04-22,,Fashion,0,1692,1692,1294553,1296245,0
518,UC5BmqlzijsfmLn1teF53Byw,Fashion Fashion,2016-09-11,,Fashion,0,3830,3830,1222192,1226022,0
472,UCmaGgGFQU_1cv3X4pIUzW9g,fashioninflux,2013-10-29,Personal style blogger & Social Media Manager from Sheffield.,Fashion,0,36423,36423,1117002,1153425,0
529,UCxtOsyy7dtx8S7qjx8BqbAw,Male Fashion Trends,2013-10-10,"Blog que informa lo mejor del mundo de la moda en español para los hombres: desfiles, campañas, lookbooks, colecciones, estilo de las celebridades y más.",Fashion,0,4897,4897,1093352,1098249,0
544,UC9YDyh0_PU2esruCgyUtl5A,Latest Fashion Designs,2017-03-29,"Latest Fashion Designs is a Good Channel , You can get all the information from the latest Fashion Designs Channel, Latest Suits Designs, Suits Salwar, ...",Fashion,0,4435,4435,876117,880552,0
493,UC4eQxlfnAJqG5L4sroekWhQ,Korea Fashion,2017-01-17,Collection of Korean Celebrities fashions // Korean Fashions.,Fashion,0,1418,1418,759524,760942,0
478,UC1sJANctVHdPDnC_umEqArg,Fashion Nova,2014-05-01,"Step into a world where perfect really does exist! The perfect jeans, the perfect dress and ultimately the perfect look can all be found right at Fashion Nova.",Fashion,0,12658,12658,658162,670820,0
463,UCrpQ4p1Ql_hG8rKXIKM1MOQ,Fashion - Topic,2013-12-20,"Fashion is a popular style, especially in clothing, footwear, lifestyle products, accessories, makeup, hairstyle and body. Fashion is a distinctive and often constant ...",Fashion,0,625309,625309,0,625309,0
551,UCq02yKiM745YoI8IqA0gNFA,Fashion Stylist,2017-04-20,"Hello guys, You are already familiar with my channel name called FASHION STYLISH.We are very pleased to share with you latest collection of all types of ...",Fashion,0,0,0,594897,594897,0
500,UCLjEhcwJtxVUXMtOxisK69w,JTO Fashion,2015-09-09,"Founded in 2014 by Temi Otedola, JTO is far from just a fashion blog. Motivated from her own inspirations, Temi has used JTO as a platform to express her ...",Fashion,0,10302,10302,539897,550199,0
552,UCKMgQdJNJarbEMenOu4vRMw,ID Fashion TV,2015-04-06,ID FASHION – IS A UNIQUE WORLDWIDE TV PORTAL ABOUT THE LATEST TENDENCIES IN THE WORLD OF BEAUTY AND FASHION. ONLY HERE ...,Fashion,0,1293,1293,322316,323609,0
490,UCjwZRU_NaG0bMEwXhc68izQ,The Fashion Fitness Foodie,2014-09-29,,Fashion,0,6761,6761,286004,292765,0
499,UCbZG-0SLWjNIP8tqtKEVoNg,ANLYA MODEST,2016-06-26,Let's talk about : M O D E S T   F A S H I O N   I N S P I R A T I O N  & I N T E R S E C T I O N A L I T Y & P O S I T I V I T Y ! Bienvenue !! Welcome!! FRENCH GIRL ...,Fashion,0,11907,11907,251606,263513,0
514,UCLnOeLmKbbOa8gaWnS5slGg,Men's Fashion | Video Shop,2017-10-23,Men's Clothing Browse the full selection in our Men's Clothing Store and check out our edits for inspiration on top trends and brands. Men's Shoes Whether it's ...,Fashion,0,592,592,222282,222874,0
528,UCHiZ7EgQlrhEqpz0thNbB_A,Fashion gearZzz,2017-07-14,,Fashion,0,0,0,208240,208240,0
512,UC0SzfTrkZYMMhYXJZKaXEkA,Women Fashion UK | Video Catalog,2017-10-19,,Fashion,0,210,210,121292,121502,0
513,UCKtAtnO7m01SfURsk9lHthw,Kids Fashion Collections,2016-06-30,Top Selected Kids Fashion Collection from top brends.,Fashion,0,222,222,103736,103958,0
525,UCKzcj3eaD-rdO2dd62pm3JA,IndiaMART Sellers- Apparel & Fashion,2017-07-04,"http://goim.in/ko886YQK] Wouldn't it be a perfect world if all of us got exactly what we wanted? At IndiaMART, we strive to give you exactly what you want, ...",Fashion,0,1145,1145,84857,86002,0
503,UCJbhORt7f6-FbxpBHg8bV6A,SET Fashion,2014-04-09,"""Authentic styles designed for urban individuals"" SET is a progressive premium brand that stands for a contemporary, urban casual look. The collection's ...",Fashion,0,0,0,27925,27925,0
480,UC43jOJ-77Q0Af_qsR6IHiTQ,Fashion Fuckery,2017-03-26,"fashionfuckery Fashion, News, Hiphop culture. Im aware this will be shit to start off with but with time the videos will get better. love Geo.",Fashion,0,1479,1479,26120,27599,0
506,UCrdRUFH9aZy1kC0H1YIKdOg,The Fashion Scene,2015-06-06,"Sharing fashion-related content from Asia and around the world. Brunei-based, global mindset.",Fashion,0,131,131,22753,22884,0
505,UCBZl4CWrHdhhUIDYNcls9FQ,Fashion 21 Live TV,2016-03-20,"Description Fashion 21 Live is a cutting-edge, global Online TV network which focuses on the synergy between fashion and TV. The channel features a unique ...",Fashion,0,0,0,19092,19092,0
488,UCvJ4dQ1SGfk1uY71MHkXujg,Fashion Mintea,2013-09-08,,Fashion,0,433,433,8013,8446,0
491,UCVmPyrwjL0wepDhmvgzlOcA,The Fashion Archive,2018-01-11,Documentation On Anything Fashion & Entertainment.,Fashion,0,348,348,7577,7925,0
