,Channel ID,Channel Name,Created,Description,Genre,Comment Count,Subscriber Count,Video Count,View Count
120,UCRIZtPl9nb9RiXc9btSTQNw,Food Wishes,2007-01-15,"Hello this is Chef John, and welcome to the Food Wishes channel, where the food is the star. Watch these fun-to-make, and easy-to-follow recipes, and you'll ...",Food,62,2346677,2346677,478366608
121,UCfyehHM_eo4g5JUyWmms2LA,SORTEDfood,2010-03-14,Welcome to Sorted. A global movement of friends with an appetite for exploring the most incredible food experiences on the planet & cooking up utterly ...,Food,2342,1859682,1859682,335471301
122,UCH8MPnIk3j-EESyOdUrjeGA,Ploy's Food Diary,2017-10-04,"IG: nichaploii FB: Ploy's Food Diary หรือ Ploy Natnicha B. Eat,Cook,Activities,Diary,Lifestyle ของ พลอยMasterchefTH.",Food,0,55513,55513,1605628
123,UCkrdI6_uNjgw4LUbE6JCxmQ,TatyanasEverydayFood,2012-10-07,"Hi there and welcome to my channel! I share new video recipes every week of my favorite, everyday foods like salads and pasta, alongside with elegant desserts ...",Food,6,343767,343767,29055142
124,UCJNtkDAqZBwJF4GKVD-5QKw,Daym Drops,2010-03-21,"The name is Drops, Daym Drops. I'm a Foodie or as many deem me, a #FoodTitan and my goal is to bring you true entertainment all while giving you a review ...",Food,753,886902,886902,156799025
125,UCyEd6QBSgat5kkC6svyjudA,Mark Wiens,2009-02-02,"Food is the reason you should travel, and on my channel you'll watch videos that feature incredibly delicious food and travel tips. Hey, I'm Mark Wiens!",Food,153,1889740,1889740,391373387
126,UCz9uUFDhsPYii-ZihoKsbPg,LGR Foods,2017-01-27,I make sandwiches.,Food,0,32929,32929,966677
127,UCcAd5Np7fO8SeejB1FVKcYw,Best Ever Food Review Show,2010-09-23,"The first comedy/food review show, exploring the unique foods of each country, with a fresh POV and a punchy delivery, while encouraging empathy and ...",Food,111,519432,519432,51003931
128,UCBBmlPNO_TwZadNzGmswWMw,Food Lovers,2016-09-22,,Food,0,140877,140877,21458230
129,UCYjk_zY-iYR8YNfJmuzd70A,Epic Meal Time,2010-09-29,We make your dreams come true... and then we eat them.,Food,88488,7006639,7006639,986085445
130,UC1aJuxLHlw8bBV6mfCqVfog,POPSUGAR Food,2010-02-12,"POPSUGAR Food shares delicious recipes, tutorials, kitchen tips and tricks, and everything else you need to start cooking ... and eating! Hosted by Brandi Milloy, ...",Food,30,1132407,1132407,146855642
131,UC8HsUirjlHv67RCKa8MeHmQ,World Food Traveler,2016-09-20,,Food,0,21751,21751,7463552
132,UCpSgg_ECBj25s9moCDfSTsA,Jamie Oliver,2006-05-21,"Welcome to the Food Tube Family and the largest foodie community in Europe! We are all about beautiful recipes, expert tutorials, fresh talent, wonderful food ...",Food,441,3687238,3687238,436289384
133,UClM8gRK9Drez-KL7-PT4FXw,Street Food Online,2016-12-20,Welcome to my YouTube Channel Street Food Online.In this channel we try to upload videos related to street food. You can find several types of Indian street ...,Food,0,28977,28977,9791543
134,UCgfcbgIbG6bw3FkT7AnCo-g,Big Daddy TV - Food Reviews,2017-02-27,"Hello Everybody! My name is Dayton Simpson and Welcome to Big Daddy TV. I will be doing food reviews, NBA videos, Music and More! ***New*** Follow me ...",Food,0,2348,2348,193107
135,UCWxBa8MprBJr1vuv3uw8ghA,Fly Fish Food,2006-04-11,Fly Fish Food! Fly tying tutorials and some odd's and end fishing stuff. www.flyfishfood.com Join all our social media circles to get all updates and content!,Food,8,22176,22176,4220023
136,UC-j7LP4at37y3uNTdWLq-vQ,Village food factory,2015-05-21,"Village food factory is only entertainment channel like Street foods, Village foods, Travel foods, Hotel foods etc., Subscribe my channel enjoy your foods thank ...",Food,0,1375875,1375875,253836175
137,UC3VWL4Y5WQkPvxWkSfRG7WA,food jazz,2013-03-23,"Just like jazz music, the food I prepare is an eclectic mix of recipes that have evolved over the years by many different influences. Some are classic, some are ...",Food,39,7412,7412,1123893
138,UClRrcJFPRuk_PeUBA2kCqJA,Food Factory,2015-06-17,,Food,0,43006,43006,1966053
139,UCsi6k7GxOv8j6z47arpk_zA,Fast Food Toys,2015-08-15,"Welcome to Fast Food Toys! We are a family friendly channel! We do mainly fast food toy reviews and also review past, new and next McDonald's Happy Meal ...",Food,0,69945,69945,37716303
140,UCaLfMkkHhSA_LaCta0BzyhQ,Munchies,2014-03-24,"MUNCHIES is a website and digital video channel from VICE dedicated to food and its global purpose. Launched in 2014, MUNCHIES offers groundbreaking ...",Food,0,2236610,2236610,419373683
141,UCrwSKj1SUAbS-HkfhZRhbSg,Breville Food Thinkers,2011-03-23,"On Melbourne Cup day in 1932 Bill O' Brien and Harry Norville scraped together 500 pounds and joint their names together to found ""Breville Radio"" Today, ...",Food,15,23636,23636,15384374
142,UCggbps9WIY_yU7i6ndFAZEw,Food For Thought,2014-03-05,Identical twin brothers Edward and Gordon pass on their knowledge of basic self-sustainability techniques and life skills in their own special way. From breeding ...,Food,0,30206,30206,12497840
143,UCPQLEr1W1R52H3dvxf9pXmw,Food Tak,2017-07-21,Welcome to Food Tak! A platform that will make you believe that cooking is no rocket science. From our very own desi kitchens to cuisines around the globe.,Food,0,7067,7067,149436
144,UCN2TLgHPvdY70CCIXmXYDjA,istanbul street food,2015-07-22,"Hello everyone, I am a foodie in istanbul, turkey. And I love to travel and eat street food. In this channel I am happy to share with you my street food experience in ...",Food,0,11414,11414,4878948
145,UCwVIj-OqEjXNqKpItChRrMQ,Turkish Food Recipes,2013-12-09,"Hello, this is Aysenur Altan. I live in Istanbul. I have a Turkish Recipe channel with near 200 delicious Turkish classic and modern recipes. I own a food website ...",Food,0,29800,29800,3270907
146,UCVe_8HDwE57tJKxpeJPTSCg,Pho The Love of Food,2017-08-18,Hi! Welcome to our recipe channel! We love to eat and we love to cook and we love to share our favorite recipes with all of you. Every recipe on this channel is ...,Food,0,32304,32304,560625
147,UC7zj6w-PCqlgW-pn-jmc4Og,Omg Carl's Food Show,2013-07-12,Food Show. Booze too. Sometimes I get a ride in Cars. And maybe Boats and Watches. Probably not wine. Because wine people wear belts.,Food,0,3494,3494,70783
148,UClVaTk3qfqLti9p_qlV-MjQ,Authentic World Food,2013-11-03,"Food and travel vlog / Youtube channel with authentic video recipes from the countries I traveled to - India, Sri Lanka, Vietnam, Thailand, Indonesia, Malaysia, ...",Food,0,14274,14274,3934552
149,UCZvoUuniFzmOjfBt67lNsEQ,BuzzFeedFood,2012-10-16,"We're back!! Check back every Tuesday, Thursday & Sunday for Tasty Food videos!",Food,8,764802,764802,59182623
150,UCZ9gx_5Qhjgk6KVZM67I_og,Fast Food Music,2014-11-21,,Food,0,60202,60202,6771731
151,UCl_eOmyf4zTWagDbkN331xQ,Glamrs Food,2016-12-22,"Traditional favourites, exotic delicacies from the corners of India, and everything you need to know to become a gourmet cook! Glamrs food is here to take you on ...",Food,0,6596,6596,429862
152,UCD6xNcisOXyuFaY1dKL1ymA,Jimmy's Food Reviews,2018-02-12,It's Jimmy's Food Reviews!,Food,0,79,79,3469
153,UCl0kP-Cfe-GGic7Ilnk-u_Q,Everyday Food,2012-02-17,"Looking for the best ways to make fast, delicious food at home? How about a variety of healthy dinner options for you and your family? Are you searching for ...",Food,29,1097531,1097531,123277804
154,UCrYQ8oPbYmi5UymxQUReVAQ,BIZARRE FOODS,2015-12-11,,Food,0,88162,88162,15422369
155,UCWzVn02zVLWPYdWuKkFX86Q,Food info,2015-12-08,"Food info is a Channel All About Food,Traditional Cooking with mix of modern Culture this channel is createdy by foody people for foody people you can get ...",Food,0,20412,20412,5861111
156,UCeykwchcByjonkMxH25-LNQ,Wesley's Food Den,2018-01-01,Welcome to my kitchen. Nothing brings me greater joy tgan cooking up delicious meals for my family and friends. I mainly cook Indian food and I am originally ...,Food,0,360,360,17312
157,UCpcdPloTijprixyP0as7sDg,Sonal's Food,2017-03-07,"Hi, I am an Indian foodie who makes videos about my main passion food. I share my favorite recipes, health foods, ketogenic recipes, diet information, ...",Food,0,1705,1705,88294
158,UCmoRxRqr_gVYEfvbuemC4UA,MUMBAI TRAVEL Food,2016-01-06,"It's an is a Youtube Channel Where You Can Watch Foods Video & Hw to Make Food & Recipe of Food, For Womens & Mens. Like it Loves It . Enjoy !",Food,0,115168,115168,25616660
159,UCt-LzglDbDB8Uk9gJU7IisQ,Lissa's Raw Food Romance,2009-07-14,Raw Food Romance is all about the love of raw food! Wether you are a full 80/10/10 or Raw till 4 or even just want to incorporate more raw food into your life!,Food,4,36515,36515,2571461
160,UCHD1HG9z6LVFZANa8Az-FkQ,My Village Food,2016-11-02,,Food,0,33871,33871,7302632
161,UCKEPJo5eTHbKDgHxvUSR9Jw,Country Foods,2016-08-19,"Country Foods is a Channel All About Food,Traditional Cooking with mix of modern Culture this channel is createdy by foody people for foody people you can ...",Food,0,970931,970931,157386440
162,UCDgZ-saVJWUxqbLQPPh-oNA,My Basil Leaf-Vietnamese-Asian And American Comfort Food Recipes,2011-09-16,Vietnamese Food Recipes-Asian and American Comfort Food Recipes. We teach you step-by-step how to make a great meal for your self or family. Our website ...,Food,12,69869,69869,12253886
163,UCF_fEX51a8LTXmMeJbPAPjw,Food Busker,2012-01-16,"I used to have a restaurant, but it went bust. So I left, moved to London and started cooking my food on the streets. But instead of putting a price on the food I ...",Food,0,182165,182165,20229826
164,UCPD_bxCRGpmmeQcbe2kpPaA,First We Feast,2014-02-28,Food meets pop culture. Schedule: -Monday: Food Skills - 3PM -Tuesday: Sean in the Wild - 11AM -Thursday: Hot Ones - 11AM.,Food,0,3244948,3244948,412931516
165,UCFoBqF3963aIWkCQWQONqzA,Southern Food Junkie,2016-06-24,"Ronnie is a native to Rock Hill, South Carolina. Growing up in the south with a love for sweet tea, grits, collard greens, and cat head biscuits. A self-described ...",Food,0,1056,1056,99527
166,UCV68yoHRFXdTpmTkXKPyjVg,TOP 10 FOODS | EASY RECIPES | STREET FOODS,2013-02-14,"utubefoods recipes list Almonds, Apple, Apricots, Artichoke, Asparagus, Avocado, Banana, Barbecue, Barliy, Basil, Beans, Beef, Beetroot, Bell Pepper, BHEL, ...",Food,0,0,0,10486518
167,UCaWENOQoYpNpEW7ghFTTMMA,Gerryko Malaysia Media Events & Food,2014-01-04,"Media Channel about Travel, Events, Food & People in Malaysia & Abroad. For advertising & sponsorship (looking at you Sony, call me, I want that FDR AX55) ...",Food,0,10695,10695,7846861
168,UCkMXTIdDGurA3Q43muBhvYQ,jason callan,2013-01-23,"For anyone interested in seeing food & drink review done in a different way. Along with food reviews I do Movie reviews, ASMR, MUKBANG, tell stories of past ...",Food,15,5626,5626,2506710
169,UCL784ga_3vTDUpEZxgveRNQ,단비스 Food,2014-03-26,"맛집을 비롯해서 편의점, 대형마트, 인터넷 쇼핑몰, 전통시장, 배달음식, 패스트푸드, 집에서 만들어 먹는 음식, 어머니가 해주시는 음식 등의...",Food,0,67764,67764,52739703
170,UC4zjmczhKe3sEgHMzs01M_Q,STREET FOOD,2014-08-06,STREET FOOD AROUND THE WORLD STREET FOODS LIST ON THIS CHANNEL PANI PURI BHEL INDIAN SWEETS INDIAN TIFFINS LADDU PULIHORA ...,Food,0,734558,734558,294599703
171,UCtu8MkufmVgxS8_Ocl7mMig,Food and Agriculture Organization of the United Nations,2007-11-07,"The FAO of the UN leads international efforts to defeat hunger. Serving both developed and developing countries, FAO acts as a neutral forum where all nations ...",Food,0,27350,27350,5205615
172,UC4Z-RcQmSCNS-GIZKv40TPQ,بانوراما فوود - PNC Food,2016-11-08,welcome to the official channel for panorama Food مرحبا بكم في القناه الرسمية لقناه بانوراما فوود تردد ١٢٣٤١ بانوراما فوود هيك...,Food,0,492343,492343,80939526
173,UCV3rR6KyYPPVlQ0DdGSgI8A,FOOD & TRAVEL TV,2015-06-04,"Food & Travel Tv is for all food lovers, brings complete updates and varieties of dishes available around the city. Please do subscribe for more updates.",Food,0,94882,94882,39943494
174,UCwYOFq7ytT-jMWL5cAoqDow,Food Review UK,2013-05-18,"On Food Review UK we review all manner of products from classic, well known worldwide brands, to smaller products offered by only a few retailers. We mix ...",Food,0,16746,16746,6223311
175,UCqJkAAmi4QKCPCF62r_-BhQ,India Food Network,2012-08-28,India Food Network-India's First HD Food Network is your step by step guide to simple and delicious home cooking. From regional Indian cuisine to popular ...,Food,17,265954,265954,64110789
176,UCsKDjB0_6MJ2SzoAkeMRJbw,KBDProductionsTV,2009-02-04,"Hello, My name is Ken and I am a full time YouTuber. This channel became a food review channel after a bunch of experimenting with different types of video ...",Food,1033,389574,389574,109191155
177,UCGUbl5Jqptp_eN7EdpwuIig,ลุงต่อพากิน food travel,2012-04-12,สวัสดีครับเพื่อนๆในยูทูปผมได้สร้างยูทูปครั้งแรกด้วยช่องส่วนตัวและ...,Food,0,0,0,1285372
178,UCTrm5Z760H5HShmt6A6NKuQ,Shared Food,2016-06-13,Food Worth Sharing! Inspire your life with the best content in food! Smiles are contagious. Just like us. :),Food,0,4513,4513,1963706
179,UCxAA9ahj7jAiJyJtkKRhDVw,The Food Channel,2006-10-06,"The Food Channel is a trend watching, recipe developing, foodie documentary-producing, digital content creating website dedicated to finding out what's ...",Food,111,9683,9683,3168560
180,UCFTVNLC7ysej-sD5lkLqNGA,Yuka Kinoshita木下ゆうか,2014-05-21,毎日１８時にアップします！（できるだけ） こんにちは、木下ゆうかです！ 食べる事が大好きで、大食いの動画をメインに投稿しています！...,Food,0,4195828,4195828,1440440740
181,UCAzyupPG4vdo8jd9nJ13LAw,My Virgin Kitchen,2009-12-30,A fun food cooking channel. If you are looking for easy how to recipe tutorials mixed with food fun & easy to follow homemade cooking you may have come to the ...,Food,231,702683,702683,111446100
182,UCr0rInVEQrz191ngWeS1BlA,Food City,2008-02-20,"The Official YouTube page of Food City Supermarkets, headquartered in Abingdon, VA. We're proud to serve the Kentucky, Virginia and Tennessee area. We've ...",Food,49,9333,9333,10684294
183,UCRzPUBhXUZHclB7B5bURFXw,Eater,2006-04-18,"Eater is the one-stop-shop for food and restaurant obsessives, coming to you from 24 cities across North America with new adventures around the world.",Food,1,745090,745090,144939907
184,UChYbbOTUzvPE-bzOCaw8ySg,Food and Travel,2015-08-16,,Food,0,2754,2754,1141728
185,UCaMA2T3UQR0ywpjnJL0Ms5Q,Pearls of Wisdom and Food with Keto,2012-07-07,"Keto is practiced on this channel. Also welcome are LCHF and WW people. We cover food, tracking, grocery hauls and all the emotional pratfalls of the ...",Food,0,3435,3435,587473
186,UCPW4dz9AgWji2kFW--wIqMA,Matt Monarch,2008-12-23,,Food,852,62578,62578,23468578
187,UCqf_rFCGLODeUcw3p_Abr-A,Tastemade,2010-07-30,"Welcome to Tastemade, a global community of food and travel lovers. From quick recipes to original series, we're uploading new videos every single day to ...",Food,126,989224,989224,69127223
188,UCS0LnHcO2TTWebWbMP2ZAFA,EenaduIndia Food,2015-12-17,"Bringing you the multifarious taste sensation from the land of diversity, India and faring into the exotic world of taste across the globe with Spicebox.",Food,0,5840,5840,1029343
189,UCi1-le5nHYVZib5s8XC29pA,OK Food NET.,2016-11-10,"Jajanan yang OK OK, cuma ada di OK Food. Dari jajanan pinggir jalan sampe jajanan tengah jalan... hehehe, nggak deng. Pokoknya rekomendasi jajanan buat ...",Food,0,77172,77172,29731213
190,UCcmNwKgXU_PenND1S6W7wtg,Phil's Food Reviews,2008-08-19,"Phil Lempert, The SupermarketGuru, reviews a new food product every day with this updated daily Web Series, Phil's Food Reviews. With over 50000 products ...",Food,0,1327,1327,373019
191,UCzqbfYjQmf9nLQPMxVgPhiA,emmymadeinjapan,2010-11-11,Welcome to the official YouTube channel for Emmymade in Japan. I make and taste foods as well as sample treats sent to me from viewers all around the world.,Food,1604,1070345,1070345,204197600
192,UCjKISfZVA-BPQtT45gk-c2w,David de Jorge - Robin Food,2008-04-08,"David de Jorge es Robin Food y presenta ""Atracón a mano armada"", un programa de cocina que nos aventura en un viaje al fondo de ollas y sartenes, ameno, ...",Food,3,81518,81518,17685425
193,UCAE6rpE14yQbWDPJrdu2l-g,ITV Food,2015-01-26,"Welcome to the official YouTube channel for ITV Food. Get previews of our new Food shows and watch clips from some of your favourites including, Let's do ...",Food,0,172,172,58558
194,UCKq9JxyISqBHDd-fXfV3QtQ,FastGoodCuisine,2012-08-28,"FastGoodCuisine est la première chaîne de cuisine en France, Vous y trouverez de délicieuses recettes rapides et faciles à reproduire à la maison ! Nouvelles ...",Food,82,2298530,2298530,335811060
195,UCffs63OaN2nh-6StR6hzfiQ,Nicko's Kitchen,2006-10-15,Welcome to Nicko's Kitchen! For the last 10 years we have been getting people into the kitchen to cook amazing meals and of course to have fun while doing it.,Food,4564,1155144,1155144,192666981
196,UCxSklFRi7f0arLqjBWScTzA,Marlin,2011-01-10,"New Videos Everyday at 10 AM!! Marlin the MarMAR! I make family friendly fun kids content. I do fun kid friendly cooking, challenges, DIY's, and How To make ...",Food,92,2527626,2527626,503865597
197,UCeR0n8d3ShTn_yrMhpwyE1Q,TheReportOfTheWeek,2011-02-20,"Shortwave radio enthusiast and broadcaster who critiques comestibles, beverages and beyond, with intermittent postings of random videos and talk shows on a ...",Food,404,965942,965942,70902309
198,UC2zm5ogvs-Yo3KkO1TgBO5w,Street Food,2015-01-22,,Food,0,188,188,156385
199,UCnTsUMBOA8E-OHJE-UrFOnA,Samuel and Audrey - Travel and Food Videos,2012-08-12,Welcome to Samuel & Audrey travel and food videos! We're travel bloggers with a passion for eating local food and traveling around the world! On our travel ...,Food,22,146556,146556,33847632
200,UCKH_4hkRSyUSHDIFMzlGCRA,FOOD & WINE,2008-07-08,"Food & Wine magazine goes way beyond mere eating and drinking. We're on a mission to find the most exciting places, new experiences, emerging trends and ...",Food,39,60311,60311,22615127
201,UCPEoRnRtiIT0cpsfevBjRjw,Food Network Canada,2007-03-28,"As the destination for Canadians to have the most fun food experiences, Food Network Canada delivers a schedule of the most entertaining programs from the ...",Food,171,16703,16703,4848963
202,UCay2P72vJn22IdJ7Mh25ccg,Twisted,2016-05-18,"Twisted Food We here at Twisted Food are dedicated to bringing you the most decadent, weird, and delicious recipes on the internet. If you've ever wanted to ...",Food,0,74655,74655,6916288
203,UCC9uqoIkY8Nd7J9Gnk98W1w,JoeysWorldTour,2007-04-21,"Welcome to Joey's World Tour! Joeys World Tour is an improvisational ""Food Comedy"" channel! Joey uses comedy to bring the usual mundane food review to a ...",Food,64,317730,317730,64131220
204,UCbpMy0Fg74eXXkvxJrtEn3w,Bon Appétit,2008-04-29,"Cook with confidence using Bon Appetit's kitchen tips, recipes, videos, and restaurant guides. Stay current on the latest food trends, dining destinations, and ...",Food,18,1328483,1328483,202839402
205,UCT-FJ4sgZ-0OCTmyf1tmKwQ,World Food Programme,2007-05-03,Fighting hunger worldwide - World Food Programme is a UN agency and the largest humanitarian organisation in the world.,Food,606,28795,28795,20566252
206,UC9avFXTdbSo5ATvzTRnAVFg,FUNG BROS.,2011-05-22,NEW VIDEOS MONDAYS AND THURSDAYS!** We're two brothers who believe in advancing the discussion of Asian and Asian-American topics for people ...,Food,226,1838172,1838172,321117999
207,UC8gFadPgK2r1ndqLI04Xvvw,Maangchi,2007-04-03,"Hi! I'm Maangchi! My channel is all about cooking, eating, and enjoying Korean cuisine with your family and friends. Cooking wholesome and delicious food and ...",Food,10,2473475,2473475,288167502
208,UCJ7yzQTV9Yw6zwAaEIL5Jtg,The Food Emperor,2014-04-05,"Food is subjective as any art. There is no universal tongue all can or should follow. Instead, look around for different cooks and food critics, and eventually you'll ...",Food,0,462702,462702,45207454
209,UCJHA_jMfCvEnv-3kRjTCQXw,Binging with Babish,2006-08-21,"Binging with Babish is the realization of a young(ish) man's dream to combine his love of film and cooking, and to have some fun in the process. Join us each ...",Food,12,2534213,2534213,259582645
210,UCD5WWnRed32y3xGwmrDhUiQ,ByronTalbott,2011-06-08,"NEW food videos every week for all people, all the time! For media and sponsorship opportunities, contact: byronlovesfood@gmail.com.",Food,171,1397890,1397890,102938659
211,UCXOKEdfOFxsHO_-Su3K8SHg,Strictly Dumpling,2013-10-27,I LOVE FOOD!!!! So you have just entered my food universe where I will show you all the best places to eat and some awesome recipes!!! ~Send stuff at our PO ...,Food,0,1192006,1192006,179666846
212,UCLig6Ad-39Kvezm5StqTjJA,FoodForLouis,2011-05-12,Follow Louis' daily adventures on http://www.youtube.com/FunForLouis.,Food,3053,488474,488474,0
213,UCBLbx0zwDcFoKV9pdyOTuLw,Timmy Timato,2010-10-26,I'M TIMMY TIMATO! I make DIY videos and a few other things once in a while! Making crazy DIYs is honestly my passion and it slays! Usually my DIY videos are ...,Food,1472,1495715,1495715,189770852
214,UCdegm7Y2AePJhkkmWCyYEwg,Rajshri Food,2011-10-12,Great food is now a click away. It's time to sharpen your cooking skills with our simple recipes across a wide range of cuisines. Subscribe NOW!,Food,13,1382745,1382745,206795195
215,UCVVAnxQ2YMC_qlc7QfPA2YQ,AlmazanKitchen,2015-05-20,Welcome to AlmazanKitchen! We are the first channel in the world that cooks all dishes on fire in the wild forest using organic homemade ingredients!,Food,0,1170417,1170417,89380161
216,UCMmZEL8jV1B61NKAXcyW87A,Helen's Recipes (Vietnamese Food),2011-04-05,"This channel helps you cook Vietnamese Food in the easiest, fastest and most authentic way. New video every Friday at 10pm Vietnam Time (7am PST) About ...",Food,208,405883,405883,68403131
217,UCosny7dI3LVZE-GWR1RKxsg,How To Make Sushi,2012-09-08,"Learn how to make sushi by viewing our sushi recipe videos, also you can visit our website MakeSushi.com to see our full sushi recipes. Learn how to make ...",Food,10,905537,905537,135037405
218,UCzNN5amXsxsGzuehTXUYTrQ,MattV2099: Guns & Food,2006-03-05,Due to changes in Youtube's policies video production for upload on this channel is on hold. If you wish to commission the production of a video you may contact ...,Food,89,473831,473831,81253943
219,UCudzojQxnLAI7uQPVYJy_oQ,hot for food,2014-08-27,Lauren Toyota is hot for food... as long as it's vegan! She's breaking all the misconceptions of what it means to be vegan one drool worthy recipe at a time.,Food,0,412297,412297,27624069
220,UCGnPyMtzUCfkX1aEdfPHkgg,Food Farmer Earth,2011-08-12,"A journey of wide discovery about our food and sustainable agriculture. ○ Short docs featuring food artisans, small farmers, interesting and inspiring individuals ...",Food,20,116924,116924,20254449
221,UC2BFx9glnPZ-fK3UPDo3V3A,Foodbeast,2011-03-17,Video coverage of what's moving and shaking in food news.,Food,20,142122,142122,42675903
222,UC9KnqWYOp3kccTq_IevQXYQ,FOOD TV,2013-10-17,"Все для тех, кто любит готовить и есть. Вы научитесь основным кулинарным навыкам и приготовите превосходные...",Food,0,24694,24694,2873318
223,UCOpNcN46UbXVtpKMrmU4Abg,Gaming,2013-12-15,"YouTube's gaming channel, featuring news, reviews, playthroughs, and more. This channel was generated automatically by YouTube's video discovery system.",Gaming,0,77881340,77881340,0
224,UCKqH_9mk1waLgBiL2vT5b9g,VanossGaming,2011-09-15,Official Vanoss Gaming YouTube Channel.,Gaming,5053,22842092,22842092,9198607610
225,UC-6Ygz2yrPcPPhl4pAobqNQ,Fail Time!,2016-12-26,Join the Hi5 crew in reacting to strange and wacky things you guys send us!,Gaming,0,843750,843750,71637178
226,UCC-RHF_77zQdKcA75hr5oTQ,FGTeeV,2013-05-24,"FGTeeV, the Family Gaming team, brings you the premiere YouTube channel for family gamers. Meet FGTeeV Duddy his wife FGTEEV Mom or Moomy, their ...",Gaming,55,6146552,6146552,6994253809
227,UC7tHXQXWImq_0I3PCQ8Udaw,Annoying Orange Gaming,2013-11-07,Thanks to Midget Apple who graciously allowed us to convert his channel into THE place for Annoying Orange gaming. New videos EVERY DAY. WOOO!!! Don't ...,Gaming,0,1577531,1577531,1074876507
228,UC2wKfjlioOCLP4xQMOWNcgg,Typical Gamer,2008-08-24,"What's up everybody, Typical Gamer here! Welcome to my channel where I upload daily gaming livestreams and videos featuring games such as GTA 5, Fortnite ...",Gaming,2107,6873549,6873549,1649559307
229,UCiufyZv8iRPTafTw0D4CvnQ,Neebs Gaming,2014-03-16,"From the Creators of Battlefield Friends, Mob Squad and Doraleous and Associates, we bring you Neebs Gaming! The greatest gaming channel in the world.",Gaming,0,1617935,1617935,431401315
230,UCA1xsnr9xBtCBiJpxLVsZLg,MazTech Gaming,2017-11-07,"This channel is dedicated to the true gamer! For those of you that LOVE video games, and for those of you who LOVE Let's plays, trophy guides and livestreams, ...",Gaming,0,1198,1198,30551
231,UCyS4xQE6DK4_p3qXQwJQAyA,DidYouKnowGaming?,2012-05-22,"DidYouKnowGaming covers video game facts, Easter eggs, secrets, censorship, glitches and history for many of gaming's biggest names, including the ...",Gaming,765,2186412,2186412,404432854
232,UCnbvPS_rXp4PC21PG2k1UVg,Gaming Historian,2006-07-17,The Gaming Historian is a documentary series all about the history of video games. I also like to review books and certain games that I find interesting. The show ...,Gaming,1335,418280,418280,39434002
233,UCWM3X6PBg_z7ka3wVG6fOVw,Aaron Esser Gaming,2016-09-01,Gaming channel for Aaron Esser! Fortnite: Battle Royale livestreams or uploads every day!,Gaming,0,20481,20481,310789
234,UCvO9Xk3bheuxEemvknCj72g,WhatCulture Gaming,2015-09-22,,Gaming,0,828920,828920,213398111
235,UC2pG2hee7OIWQ4G7fpcJm0g,BasSTOP Gaming,2017-11-04,,Gaming,0,185277,185277,0
236,UCi-xN4ZB6e-0JcXzvBEomlw,Gaming Sound FX,2014-10-31,"The #1 source for all your gaming sound effects needs. Choose from a range of high quality clips, that are guaranteed to improve your video content. Want a ...",Gaming,0,262836,262836,77153901
237,UCB8Kb4pxYzsDsHxzBfnid4Q,AlexRamiGaming,2016-06-29,SPONSOR STREAM https://gaming.youtube.com/c/AlexRamiGaming/live ▻FACEBOOK https://www.facebook.com/AlexRamiGaming/ ▻INSTAGRAM ...,Gaming,0,766340,766340,5632251
238,UC97XthQ7oIOfAWIGPoyFDYQ,Legends of Gaming NL,2015-12-08,"Het meest spectaculaire, epische game-toernooi op YouTube! Gaming PC's en hardware geleverd door http://www.informatique.nl Check de vernieuwde 2.0 ...",Gaming,0,375668,375668,57468424
239,UCk96eqyyjOTui8NChSH8LPg,Stupid Cat Gaming,2017-11-25,If you love gaming please subscribe.,Gaming,0,1510,1510,204362
240,UCVtWIzxBhiW9gbCBka0eUFQ,Tag Gaming,2017-08-11,Streaming!,Gaming,0,3284,3284,17247
241,UC9wMap3yZJl5eLed5tqxcHw,BlastphamousHD Gaming,2013-06-05,"I do mostly Lets Plays,and Crazy Stories from my life over awesome gameplay, I also do video game Music Parodies,and video gaming voice over dubs but less ...",Gaming,29,999801,999801,206710923
242,UCPPuqgEcvAM45l9SetUR4wQ,iSharp Gaming,2017-05-07,Welcome to iSharp Gaming! My channel consists of professional fortnite content. Amazing streams and a little NBA 2k 18. If you enjoy I wouldn't mind seeing you ...,Gaming,0,2715,2715,68476
243,UC2rTtwvsGnlzrY5lrTy70VQ,ChesnoidGaming,2013-02-18,This is THE place to get the BEST FIFA 18 Career Mode content on YouTube!! Plenty of FIFA 18 Career Modes for you to enjoy with multiple series!! I upload ...,Gaming,1,255067,255067,68758971
244,UCBotVPmt0BnvFG9czGD5u9Q,Jazon Gaming,2015-02-03,Yo yo yo yo! Jazon here! Welcome to my Gaming Channel! I post League of Legends video and Rules of Survival as well. Enjoy!,Gaming,0,18692,18692,1936211
245,UCHi4B1BKbRlo9hh9spDaD3g,King Kousky,2014-02-19,Hey everyone! My name is Paul and I'm the director of the two popular YouTube channels: PDK Films and Wolf Pack Films. I decided to start making gaming ...,Gaming,0,165276,165276,4536095
246,UCJLFizUO3gCQnyiYKMYvUgg,Get Good Gaming,2015-04-08,Welcome to our gaming channel! We make the best LAN multiplayer videos around!,Gaming,0,1024847,1024847,122181649
