,index,Channel ID,Channel Name,Created,Description,Genre,Comment Count,Subscriber Count,Video Count,View Count,Upload Frequency,Popularity,Label
106,372,UCS1bu7fchbbZ9-FvjnIQhDg,Layefa Beauty,2014-02-27,"Hey lovelies, welcome to my channel. All things Makeup and beauty related is what you can expect on here. A new video will be up each week.",Beauty,0,41923,41923,1847935,8,1889858,Inconsistent
107,433,UC7zemE5pZ5lhDeW4Fs2u74g,NO BS Beauty,2016-11-19,An honest opinion and reviews of beauty products. No paid collaborations or free products here. I have paid for all of this with my own money and just want to ...,Beauty,0,4694,4694,1408288,1,1412982,0
108,414,UC2CZewmyDiwMDUqzhQaCJyQ,Heath and Beauty,2013-10-23,Everything health & beauty related can be found at this channel. Learn how to take care of your health and beauty here.,Beauty,0,1507,1507,971165,2,972672,0
109,393,UC0DNXdJFRgnAnTZDKnl8lFQ,#Beauty,2017-05-17,"Explore Beauty and Personal Care products. Watch makeup, skin care, hair care, nail polish, beauty appliances and more. from best-selling brands like Olay, ...",Beauty,0,2277,2277,797652,1,799929,0
110,343,UCwRenK7z1CzvxMcQgzYFrtg,Beauty Tips - Topic,2014-10-29,,Beauty,0,742579,742579,0,-2,742579,Inconsistent
111,369,UCbLqNXiT_nmKhTWNFvuZDzQ,Mirabella Beauty,2010-03-19,Welcome to Mirabella Beauty! We believe in Make Up with a personality. Mirabella is a mineral based brand with high fashion and high pigmented color.,Beauty,205,2420,2420,675612,26,678237,Inconsistent
112,384,UCsMw2Sb1yqVfGVbSUKwCOhw,C's Beauty Blog,2015-04-06,"Welcome all my fellow beauty junkies! Click subscribe to stay up to date with my skin care and beauty obsessions, favorites and more! I look forward to working ...",Beauty,0,4333,4333,370599,4,374932,0
113,388,UCeI-S3MB4dzfpc7vjkZcHQQ,Beauty by Bianca Linares,2017-04-27,"Heyyy, ladies and gents my name is Bianca better known as beauty by Bianca from Facebook! I'll be doing makeup tutorials and random shizznit! Enjoy.",Beauty,0,21549,21549,178422,6,199971,0
114,370,UCE3UttPRKWQQ-aH30hqtlFQ,Beauty & My Beasts REACTIONS,2016-10-05,"Subscribe to my channel if you want to be a part of a positive, supportive, and friendly community filled with entertainment. I do Mukbang videos, reaction videos, ...",Beauty,0,0,0,87086,4,87086,0
115,365,UCCWhAby_JAgRXPsTxFBuv2g,Beauty queen14,2014-10-07,Uploading schedule - whenever I'm not being lazy Business Inquiries only: Onyistar11@gmail.com IG@Stubborn.onyi Sc @stubbornooooo My name is onyi im ...,Beauty,0,1184,1184,51816,5,53000,0
116,387,UC2WMw57N59d_2iq096X3GsA,Joanna Beauty,2017-06-27,Hello everyone and welcome to my channel   Do you want information about me?   Look: ♡My name is JOANNA!!!!!!!!!!!!!!!!!!!!!♡ ♡My favorite color is PINK!,Beauty,0,1100,1100,19621,6,20721,0
117,348,UC-FJlpOV-TPkighCB-ytyMw,FoodSteps,2017-02-09,,Beauty,0,0,0,0,-2,0,Inconsistent
118,464,UCepVy23t8l-CEaASZzfo9Jg,Fashion Channel,2006-09-21,"Fashion Channel brings you the best videos and the most exclusive moments of the international runway since 1982 until now, the most representative fashion ...",Fashion,222,884071,884071,630768160,1,631652453,0
119,517,UCUUUpaMp8DV6KUOfQwoIiLg,WOWPresents,2010-03-10,"WOWPresents is edgy, loud, ahead of the curve, fashion, music, celebrity, trendsetting, off-beat, in drag, out of drag, gay, straight and whatever. WOWPresents is ...",Fashion,28,984707,984707,603263872,1,604248607,0
120,482,UCqzju-_WMKsgNx8R3QwupQQ,FashionTV,2006-07-16,"Be the first to see the latest videos this December on FashionTV, catch our latest runway from the Victoria's Secret Show ,London,Milan and Paris Fashion ...",Fashion,4097,419637,419637,333691894,1,334115628,0
121,462,UChNN7VBxPTiNrqjUaQd9bxA,Teachingmensfashion,2012-09-14,"""two brothers changing one man at a time"" Email: info@teachingmensfashion.com.",Fashion,1,2416677,2416677,267803703,1,270220381,Popular
122,468,UC3T5fmgL4Kvk3kG1kF6JFeA,FF Channel,2011-10-17,Watch the best fashion content around the world from the front row. Enjoy it!,Fashion,6,540001,540001,230816577,1,231356584,0
123,475,UCgWfS_47YPVbKx5EK4FLm4A,Jenn Im,2010-03-01,"Business Inquiries: jenn@rare.global I'm Jenn Im. Korean American. Born and raised in LA. Clothes Encounters is a vlog of style musings, tutorials and lifestyle ...",Fashion,2444,2165735,2165735,219262467,4,221430646,0
124,466,UCVsTboAhpnuL6j-tDePvNwQ,Tess Christine,2008-04-20,Hi everyone! Welcome to my channel :) Business inquiries: mgmt@select.co with TessChristine in the subject line. I found the youtube beauty community a few ...,Fashion,2018,2370059,2370059,174450243,11,176822320,Inconsistent
125,534,UCXvNwVZS_64yaAIIPbMdSUg,Today Fashion,2017-01-14,These adorable muggulu have become a part of our culture. Every wife wakes up early in the morning cleans her courtyard and decorates them with beautiful ...,Fashion,0,483963,483963,171246381,1,171730344,0
126,557,UCoc8tpGCY1wrp8pV7mI0scA,H&M,2007-03-07,Welcome to H&M's official YouTube page. Explore the entire H&M fashion world under one roof. Subscribe to get all the latest video updates and fashion news.,Fashion,532,311602,311602,170363687,8,170675821,Inconsistent
127,539,UCML__NEREGhxQ22Fijbgo4A,Fashion World,2013-08-08,WELCOME to Fashion World Channels :- The channel have a vast array of a Fashion World Channel is always update you with the Indian culture and Latest ...,Fashion,0,281685,281685,142792456,2,143074141,Popular
128,553,UC_KQKeg7kNrlvrIXPnpwgEA,Dina Tokio,2011-04-04,"Modest fashion, Beauty & Lifestyle PO BOX address for mail is below: Suite 220 45 Salisbury Rd Cardiff CF24 4AB.",Fashion,478,756319,756319,104567362,5,105324159,0
129,492,UC7gJCoe8Zf4N1aB0Hnmzyqg,Evelina,2008-05-31,"Welcome to my channel! Please subscribe for more fashion, beauty, healthy living, and lifestyle videos! Also, make sure to check out my Russian Channel, too!",Fashion,2888,1324899,1324899,99176200,17,100503987,Inconsistent
130,556,UCj5tYok-Han88RBzumyHwlw,Elegant Fashion 360,2013-04-24,"Welcome to my channel Here you can find all the fun thing to do, to make, and to eat. Check out my web site www.ElegantFashion360.com for more Fun Ideas.",Fashion,0,247473,247473,93302457,22,93549930,Inconsistent
131,523,UCrrii_GC9tKX-2BprmNROAA,Random Fashion Stuff,2016-01-18,,Fashion,0,352944,352944,92228633,1,92581577,0
132,555,UCRSfmNCRk58D-aL5vZdBLow,Wendy's Lookbook,2011-01-13,"Inspiration. Imagination. Fashion. Hi everyone! I'm Wendy. I find inspiration in art, nature, culture, architecture, food, people and music. For me, fashion is a ...",Fashion,2418,666087,666087,90099275,42,90767780,Inconsistent
133,518,UCbc1BjP7hJuFh-xFBW0Mdzw,Linda Fashion,2015-08-15,welcome to Linda fashion our channel post daily videos of new dress models clic on subscribe to see them first.,Fashion,0,161941,161941,85548337,1,85710278,0
134,536,UCvBo8526ecRQSjmVy8N8GWg,DailyIndian Fashion,2016-12-25,"Welcome you all... This page mainly contains interesting Daily Indian Fashion videos, Beautiful Fashion&beautiful Jewellery Collections...I hope everyone will ...",Fashion,0,222509,222509,75672919,1,75895428,0
135,527,UCsz0bU36kCRrXl6A7rvW7-w,The Fashion Plus,2016-08-30,"Subscribe for the latest jewellery and fashion products designs trending. In this channel,you can find images or ideas about different fashionable items For Both ...",Fashion,0,196176,196176,74206258,1,74402434,0
136,566,UCK-l8DE1lyZnguaRQr7_Y-Q,Sejal Kumar,2012-08-14,Hi everyone! I'm Sejal Kumar from Delhi. I create Fashion and Lifestyle videos and throw in some bits about my life. I hope you enjoy them as much as I do ...,Fashion,0,639429,639429,73345530,4,73984959,0
137,558,UCZ8TREbPfawhSvayVe5pqKg,British Vogue,2005-10-05,British Vogue is the world's leading premium lifestyle and fashion entertainment channel. Weekly releases and brand new original programming including short ...,Fashion,4,531978,531978,72111541,4,72643523,0
138,554,UCZpNX5RWFt1lx_pYMVq8-9g,Chriselle Lim,2008-01-26,"Notable for her visually stunning original content, Chriselle Lim has created a name for herself in the fashion industry. Starting off her career as a stylist, she ...",Fashion,2642,758719,758719,66823592,6,67584953,0
139,551,UCNe161YMUykW264kFe5PWxA,Highsnobiety,2006-03-31,"Welcome to the official TV channel of Highsnobiety.com, Your Online magazine covering the latest in men's fashion, sneakers, music, art and lifestyle.",Fashion,50,252498,252498,66987731,2,67240279,0
140,463,UC2PXDSHzkXWrF51ApU6WUCA,FashionByAlly,2007-03-04,"Hi, I'm Ally! I share creative life hacks, DIY tutorials, and healthy lifestyle videos. The goal of my channel is to empower women with body confidence tips and to ...",Fashion,1282,734245,734245,59595799,10,60331326,Inconsistent
141,538,UC9JWWB1i2iQ6iVeEQtW7WXw,Jewel Fashion,2016-12-22,"Hi, We make your life easy by sharing all the latest updates on Beautiful, trendy and New Designs in Jewellery and Fashion World. Please do support us by ...",Fashion,0,189697,189697,58914597,1,59104294,0
142,541,UCbKlDuCED2xyZY4i-tTR0tQ,Royal Fashion Channel,2015-08-15,"Royal Fashion Channel is about Royal Families around the world and other personalities. My favorite royals are Catherine, Duchess of Cambridge and ...",Fashion,0,70523,70523,55110331,1,55180854,0
143,474,UCvz7o9PdPuu0hBAFIf8B9Dg,Fashion Trend Seeker,2014-01-13,Fashion Trend Seeker is a DAILY fashion vlog dedicated to keeping your style updated and fresh with all of the latest styles and trends. We're open to ...,Fashion,0,306127,306127,49921434,1,50227561,0
144,494,UCuCXXo0FRLq_vFlNz-yLf-A,POPSUGAR Fashion,2010-02-12,POPSUGAR Fashion is the ultimate source for what's new in fashion. Don't forget to check out our show We Spy Style!,Fashion,230,141815,141815,39818342,12,39960387,Inconsistent
145,472,UCs28ENTaNaNjYW6AIki4Wvw,Fashion Diaries,2013-12-10,"Bienvenidos!! :) Mi nombre es Pamela y vivo en Buenos Aires, Argentina. Soy periodista y amo la moda y el maquillaje. En este canal vas a encontrar: - Hauls ...",Fashion,0,477529,477529,35388862,6,35866391,0
146,469,UCmVNomVEhtUBbAjc006rtDA,The Fashion Citizen,2011-02-17,Steph & Melissa Two frugal fashionistas living the dream in sunny Arizona For business inquires please email us: stephanie@thefashioncitizen.com.,Fashion,1518,325004,325004,35512449,8,35838971,Inconsistent
147,543,UCCYfKl9qeKj_gFY7IthCnBg,Latest fashion collection,2013-10-13,Hello friends! welcome to my channel.this channel is about latest designs of Patiala Punjabi suits#boutique suits#different dresses#kurtis#kurtas#churidar etc.,Fashion,0,167936,167936,33935664,1,34103600,0
148,545,UCDUpIWGzLpf_oyQaM6tXJVg,POPPORY FASHION BLOG,2011-07-24,Poppory Fashion Blog รวบรวมนำเสนอคลิปวิดีโอแฟชั่นโชว์ในเมืองไทยจากแบรนด์ต่างๆ...,Fashion,0,62146,62146,32430110,1,32492256,0
149,521,UCYWrFKvV9FwgUxTURL6fiZw,Fashion Feed,2016-07-20,Watch the fashion shows from around the globe. Contact us here fashionfeed16@gmail.com.,Fashion,0,0,0,30519860,1,30519860,0
150,560,UCuduuoIBTPTyE9Jzs30kt5g,Fashion-Riot,2012-12-12,Fashion-Riot es un canal de moda y consejos. Contacto: clarita@fashion-riot.com.,Fashion,87,599714,599714,29353643,15,29953444,Inconsistent
151,503,UCFEEF-I05q4Jv1xuCDdlDAQ,SS,2016-04-24,,Fashion,0,41731,41731,29897757,1,29939488,0
152,565,UCse1JOd6PXeLG2lH-m1F2DA,fame fashion,2013-09-25,"If you love engaging in fashion, make-up, beauty, accessories, styling then come around the world with Fame Fashion and discover the latest trending fashion ...",Fashion,1,105156,105156,29503465,1,29608622,Popular
153,569,UChxkFSjTE7nLCHsDk8_pRhg,Justine Leconte officiel,2015-06-01,"Welcome here! I am a French fashion designer currently living in Berlin, where I founded my womenswear label. New videos every WEDNESDAY 4pm ...",Fashion,0,360586,360586,27851037,4,28211623,0
154,564,UCCAcsHKpVHnPB8YhqFV8OuQ,K3chocolate,2008-03-28,"Subscribe for fitness, dance and makeup tutorials, fashion try-on hauls, diet and health tips, relationship advice and more ❤   SHOP my perfume & my merch on ...",Fashion,631,152247,152247,25781270,5,25934148,0
155,465,UCCmfa729dnJCi_bK7fSNbpw,Fashion Mumblr,2013-09-03,"Hi I'm Josie! London based Beauty, Fashion & Lifestyle blogger. Loves small dogs, macaroni cheese and shiny things! Subscribe for mostly beauty mumblings ...",Fashion,0,271149,271149,23540786,2,23811935,0
156,549,UCicj4vaTT9zm9W0FZy8l-7Q,Chandrika Solanki Fashion Collection,2015-11-11,"I share here about latest fashion wear, beauty tips like mehndi designs, hairstyles, nail arts, jewellery, household decoration for festivals etc. I often share health ...",Fashion,0,63969,63969,21669939,1,21733908,0
157,514,UCLX6XpwAkB00LdK_flDFW2w,fashion flower3,2015-04-07,,Fashion,0,53837,53837,20506754,1,20560591,0
158,562,UCCVKEfCwVZO60HhdhcN56HA,Sophie Shohet | Fashion Beauty Lifestyle,2009-03-21,"My favourite topics: Luxury, Supercars & Personal Development Here's a little about me and what my channel is about.... I'm all about personal development and ...",Fashion,4,177081,177081,19746382,3,19923467,0
159,520,UCIqxFPHOuIyuLIgEWZTidCQ,Mercedes-Benz Fashion Week,2007-08-14,"The Official Mercedes-Benz Fashion Week YouTube channel is your front row seat to the iconic New York, Berlin, Australia, Istanbul and Miami shows.",Fashion,72,46739,46739,19070371,1,19117182,0
160,563,UCdQetYa9JdPGTbR5glPiJ7Q,Madda.fashion,2008-10-14,"CONTATTI************ BUSINESS / MARKETING MAIL: Maddinafashionconcorsi@gmail.com ************************************** Ciao, mi chiamo Maddalena, ...",Fashion,3537,81472,81472,18709784,5,18794793,Popular
161,530,UCyX17QDOHQUgh2_DuYKOMGg,Fashion Ki Duniya,2016-12-26,"Find out all about the latest fashion trends for you. New Clothing, Shoes, Jewelry, Bangles Beauty Tips, Hair Styles, Mehndi Designs, Bags.",Fashion,0,67354,67354,18407633,1,18474987,0
162,559,UCSvZTE-ZDWdgkmz9kwiYDRQ,Tokyo Fashion,2009-05-27,"The official YouTube channel of TokyoFashion.com, the world's most popular English-language website about Japanese street fashion and beauty. Please ...",Fashion,39,161605,161605,17810855,26,17972499,Inconsistent
163,531,UC-Dr1MOv3S6ZRCn1NllZt1w,Latest New Fashion Trends,2017-05-18,"Hi my channel is all about is latest fashion trends, i hope you will like my work and stay with me:-)))) If You are interesting to promote your items through my ...",Fashion,0,49006,49006,17536622,1,17585628,0
164,513,UCkkVe_1wVVhT_w_BU6CKgXw,Fashion9tv,2016-08-10,fashion9tv channel is reference channel for general information purpose only.we do not sell any items on our channel. we bring beautiful collections with price ...,Fashion,0,49956,49956,17100132,1,17150088,0
165,498,UCxWQnCW7H0ZMxHbDEOOboyA,CREATIVE FASHION,2013-09-27,"NAMSTE WELCOME to our channel. CREATIVE FASHION is a you tube channel , & i am very glad to meet through this channl who love""s FASHION ...",Fashion,0,200776,200776,16420612,3,16621388,0
166,486,UCMsEZ4DiNPPHx-Fkc_ECuBg,POPxo Fashion,2017-05-10,"POPxo Fashion is the fashion fix for every woman out there. From office looks to dates and sometimes to a casual trip to the beach, we have you covered for all ...",Fashion,0,176179,176179,14945064,3,15121243,0
167,546,UCZL1o9YESRAcJ2scItkbgXw,Latest Fashion,2014-08-18,"This Channel is about latest Designs and patterns of Dresses, Anarkali Suits, Sarees, Kurtis, Salwar Suits, Women Salwar, Designer Suits, Salwar Kameez, ...",Fashion,0,48802,48802,14476165,1,14524967,Popular
168,542,UCSkWgJ-6ynzAyC8f5CSKlHw,Grazia UK,2005-10-26,"Want to see fashion as it happens? Watch footage direct from the front row? See beauty trends as they're being developed backstage? Well, now you can.",Fashion,111,17750,17750,14343895,13,14361756,Inconsistent
169,567,UCMUDQ9olA7guLDYE-xNfiHA,Fashion & Lifestyle – powered by OTTO,2005-11-15,"Willkommen auf dem Fashion-Channel von OTTO! Abonniert den Kanal, um kein refashion-Video von Eylem und keine Folge Stylediaries mit Sofia zu ...",Fashion,265,37886,37886,14216314,5,14254465,0
170,572,UCrE3DFHrxY0Cp9KM8BuEX4g,Fashion Laura,2013-12-24,Kopiowanie i wykorzystywanie filmu bez zgody autora jest zabronione.,Fashion,0,86825,86825,13915139,6,14001964,0
171,477,UCt_x7Lrzsh46ldekqW4b3hw,Art and Fashion,2016-03-27,"Highlights from the greatest designers and models on the runway, exemplifying artistic expression through fashion.",Fashion,0,26408,26408,11331273,4,11357681,0
172,484,UC9inih1P9aUuJ3xtEqyIJcQ,Yaers Fashion TV,2016-09-09,Yaers Fashion TV.,Fashion,0,0,0,11239876,8,11239876,Popular
173,568,UCxDGBROh_raLb2hmGpnpwSw,My fashion for legs,2015-05-05,"Achtung: Ich bin 2 Wochen gesperrt und kann keine Videos hochladen! Vielen Dank an den Neider, ich habe wohl etwas richtig gemacht ;-) ******* Alles über ...",Fashion,0,32536,32536,11106654,10,11139190,Inconsistent
174,519,UC3gOnktm2IgFZYzdf-90iEQ,Videofashion,2007-11-08,"Videofashion has been celebrating the art of fashion since 1976! For 41 years, our video crews have been front row, backstage, and behind-the-scenes covering ...",Fashion,58,23690,23690,10497433,2,10521181,0
175,544,UCCI3KWeu-3AkolSUfhL4mkw,Royal Fashion Tube,2013-08-25,"The channel shows videos about Royal Families and Monarchy around the world, Jewels, Royal Style & Make Up. Expecially I show Royal Tiaras, Luxury ...",Fashion,0,13211,13211,10321505,1,10334716,0
176,508,UCAYNyC4XsSYszzo2Wj5QiZA,Fashion for Life,2015-09-05,,Fashion,0,34533,34533,10186695,20,10221228,Inconsistent
177,574,UC1ztfF0-cd4VX27ItjMoGEg,Colleen G Lea - FSBTV,2011-03-14,"A sewing channel for beginners, intermediate and advanced fashion sewers who want to learn how to sew and transform old clothes, my clear and concise step ...",Fashion,80,77791,77791,9805411,14,9883282,Inconsistent
178,495,UCjbjvSq7p22DjFHzTB0UMIw,Fashion Tips,2014-01-10,"Welcome to Fashion Tips, I am Noor, Fashion Designer from Pakistan. You can watch daily free videos on my channel about fashion designing, Cutting, ...",Fashion,0,115965,115965,9667329,1,9783294,0
179,481,UCXabuOHaeWcwSMacdWWq7Sw,Hair-Fashion Homeremedies,2016-11-03,"Hi all, Welcome @ Hair-Fashion Home Remedies. This channel is about sharing the Latest Trendy Hairstyles and Fashion ideas. We also gonna share some ...",Fashion,0,52183,52183,9427512,8,9479695,Inconsistent
180,506,UCVzBWAun4M54xTXLqDOpv-g,Taste Of Fashion,2015-12-18,"Ovo je priča o jednoj ženi, koja nije imala ništa, a radom je napravila svašta. :) Ovde se priča na razne teme, s primarnim akcentom na šminki i kozmetici.",Fashion,0,55338,55338,9047110,3,9102448,0
181,507,UCB4FB55jXikWc2lx0XgzifQ,Art Hearts Fashion,2014-08-17,,Fashion,0,23662,23662,8577048,1,8600710,0
182,501,UCGaus2Sz1c8nKayvTDkhg9w,Vintage Fashions,2011-08-17,"Vintage Fashions - a dedicated fashion channel from British Pathé, on which we share vintage beauty shows, fabulous catwalk coverage, retro women's lifestyle ...",Fashion,25,51759,51759,8343848,27,8395632,Inconsistent
183,570,UCj2_fTRSMGqo1KmOpmpaOzg,You Make Fashion,2011-02-09,"youMAKEfashion est un blog où je partage mes looks, mes Do It Yourself, mes bonnes adresses et mes voyages. Ma chaîne Youtube complète mon blog avec ...",Fashion,0,92124,92124,8014999,6,8107123,0
184,561,UCx_oBUq0abZhe3OUMRTqdLg,"Stardoll Fame, Fashion & Friends",2006-05-17,"Stardoll is a world of Fame, Fashion & Friends. Create, style and dress up your own virtual doll in the largest and most popular online fashion game. With over ...",Fashion,2,395642,395642,7575224,10,7970868,Inconsistent
185,467,UCIq58g_1_vGIUQaRqmFT35A,A FASHION,2008-01-25,"With a passion for fashion I create videos to show of some of the top models in the industry, as well as the latest trends and fashion shows. If you have any video ...",Fashion,2,30363,30363,7454399,5,7484764,0
186,532,UCOTIeIEXL9LkkvoVKZDNr3A,British Fashion Council,2012-06-13,"The British Fashion Council promotes British designers to a global market. See coverage across all of the BFC's key events including London Fashion Week, ...",Fashion,0,24042,24042,6689529,5,6713571,0
187,571,UCtJiRqiTLjCuouJC2Ho-5Mw,Megan Ellaby,2013-01-30,A channel by a fashion loving Mancunian weirdo.,Fashion,0,84227,84227,6179673,4,6263900,Popular
188,533,UCvAjXgATmDMEiLgPfc3AcVg,Princess Fashion Show,2013-09-02,Games mainly for girls who adore princesses and similar fairy tale characters. Imaginary world full of glittery dresses and dreamy music. Juegos sobre todo para ...,Fashion,0,6556,6556,5901459,1,5908015,0
189,537,UCtcZo8a0ES050ked8-WIQiA,Fashion Trends,2017-03-12,"Hello guys, You are already familiar with my channel name called fashion trend.We are very pleased to share with you latest collection of all types of ladies ...",Fashion,0,24370,24370,5470478,1,5494848,0
190,524,UCCwc9jFOTCQ0uRhUIW8v_zQ,Moda 2017 Fashion 2018,2016-12-11,Moda 2017 Fashion 2018 mostrara En estos vídeos y vamos a descubrir algunas de las mejores tendencias que van a invadir las tiendas esta temporada y ...,Fashion,0,21968,21968,5220164,1,5242132,0
191,471,UCpVt80nRWT2DFLNTllokBEg,Debonke House of Fashion,2016-09-15,Dabonke.com combines the pursuit of interesting and intriguing facts with the innate human desire to rank things. From beautiful Ankara styles pictures to lovely ...,Fashion,0,17962,17962,4706332,1,4724294,0
192,573,UCPegzUNwooyJ7fwK9dEvfBQ,Fashion teaching,2012-06-17,"Learn how to draw fashion sketches with fashion illustrator Ioana Avram. I will help you learn how to draw fashion sketches and everything related: composition, ...",Fashion,5,97516,97516,4406912,8,4504433,Inconsistent
193,509,UCS-HyxHT3A_PLXC8zlX73Yw,Fashion Television,2014-11-10,"Fashion Television is considered the leading authority on fashion and lifestyle. Broadcasting internationally, Fashion Television is a 24-hour English language ...",Fashion,0,9534,9534,4253602,1,4263136,0
194,529,UCZ5WhTJbuTHdwzx-czvNSFQ,Fashion One,2006-09-05,"Fashion One is a cutting-edge, global TV network which focuses on the synergy between fashion, film and TV. The channel features a unique selection of ...",Fashion,86,31959,31959,4137127,1,4169172,0
195,535,UCtWaG1fvxvAnjHkWswykxAw,Fashion Trends,2016-06-14,Hi everyone :) Subscribe https://www.youtube.com/channel/UCtWaG1fvxvAnjHkWswykxAw.,Fashion,0,14426,14426,4020665,1,4035091,0
196,476,UCRHNPuJJTNetewTHh6CAV7w,All New Fashion Trends,2014-03-05,All about women fashion.,Fashion,0,13861,13861,3923740,2,3937601,0
197,552,UCWju_QdlqIv-sIpxuY87D6g,fashion butterfly9,2015-04-07,,Fashion,0,11686,11686,3841603,2,3853289,0
198,473,UCzLoxcyYRJJbCxfj5uU1FRQ,LickMyFashion,2014-11-24,Well what can I say? The time has come for me to finally release visuals of me because I felt like I needed to connect with my supporters on a new level. A lot of ...,Fashion,0,65776,65776,3670022,5,3735798,0
199,496,UCe1qICvWRDbdH7-Fixvj7Bg,The Business of Fashion,2009-01-03,"The Business of Fashion has built a global following as an essential daily resource for fashion creatives, business professionals and entrepreneurs all over the ...",Fashion,5,56296,56296,3365648,9,3421949,Inconsistent
200,515,UCM-in3WzMJ4QYI33-E3wPzA,My Fashion,2016-12-23,,Fashion,0,8799,8799,3058250,1,3067049,0
201,480,UCngcFNprsiqXOx1Q8rdW3Yg,Adam Saleh Fashion,2016-06-20,Welcome to Adam Saleh Fashion :),Fashion,0,118022,118022,2865084,10,2983106,Inconsistent
202,522,UCDLOWU51V3yuDj7Du3Jypiw,TOR Fashion,2013-03-23,TOR Fashion is a visual database and character gallery for Star Wars: The Old Republic (SWTOR). Videos on this channel are intended to augment posts on ...,Fashion,1,1987,1987,2846341,3,2848329,0
203,550,UCaOWowT_-_8hPofUxfoHwYQ,Lakmé Fashion Week,2010-01-27,The official channel of Lakme Fashion Week - Mumbai.,Fashion,0,11022,11022,2193932,3,2204954,0
204,485,UCqL8oAX_1xgB4vCLf_hvzLw,Fashion Slave,2015-04-01,"London-based fashion and lifestyle blogger. This is my space for videos on personal style, new trends, fashion hauls (I spend too much money!) and maybe ...",Fashion,0,34314,34314,1826418,6,1860732,0
205,483,UCAm9lLbh-tGKDgG2n2Dq74w,Lowkey Fashion,2015-04-09,"Contact, Business purposes only DwellerDwellerBusiness@gmail.com Clothing/Entertainment. Twitter | Instagram @coreydweller.",Fashion,0,31795,31795,1577049,38,1608844,Inconsistent
206,528,UC2nFgRTcVQxcwkhtEZNKlgQ,Fashion And Accessories,2016-11-21,All about fashion and accessories for all ages.,Fashion,0,1442,1442,1482418,1,1483860,0
207,488,UCjKr2Ro-5X0BM6UptvhWvEw,The Ultimate Fashion History,2012-10-26,"FASHION HISTORY LIKE YOU'VE NEVER LEARNED IT BEFORE. The Ultimate Fashion History Channel is created and narrated by Amanda Hallay, a college ...",Fashion,1,18007,18007,1450974,7,1468982,0
208,491,UCkHrz5rsB72J4806xIkKeHw,Fashion Trends PK,2016-01-08,"Find out all about the latest fashion trends for you. New Clothing, Shoes, Jewelry, Bangles Beauty Tips, Hair Styles, Mehndi Designs, Bags. Thank you so much ...",Fashion,0,6411,6411,1419737,1,1426148,0
209,575,UCU6vmsP8LiM12-Cb9Ahr1_w,ITALIAN HAIR FASHION,2014-04-22,,Fashion,0,1692,1692,1294967,15,1296659,Inconsistent
210,516,UC5BmqlzijsfmLn1teF53Byw,Fashion Fashion,2016-09-11,,Fashion,0,3834,3834,1223379,1,1227213,0
211,470,UCmaGgGFQU_1cv3X4pIUzW9g,fashioninflux,2013-10-29,Personal style blogger & Social Media Manager from Sheffield.,Fashion,0,36451,36451,1119054,35,1155505,Inconsistent
212,526,UCxtOsyy7dtx8S7qjx8BqbAw,Male Fashion Trends,2013-10-10,"Blog que informa lo mejor del mundo de la moda en español para los hombres: desfiles, campañas, lookbooks, colecciones, estilo de las celebridades y más.",Fashion,0,4900,4900,1093644,2,1098544,0
213,540,UC9YDyh0_PU2esruCgyUtl5A,Latest Fashion Designs,2017-03-29,"Latest Fashion Designs is a Good Channel , You can get all the information from the latest Fashion Designs Channel, Latest Suits Designs, Suits Salwar, ...",Fashion,0,4436,4436,877804,1,882240,0
214,493,UC4eQxlfnAJqG5L4sroekWhQ,Korea Fashion,2017-01-17,Collection of Korean Celebrities fashions // Korean Fashions.,Fashion,0,1421,1421,760936,6,762357,0
215,479,UC1sJANctVHdPDnC_umEqArg,Fashion Nova,2014-05-01,"Step into a world where perfect really does exist! The perfect jeans, the perfect dress and ultimately the perfect look can all be found right at Fashion Nova.",Fashion,0,12670,12670,658550,14,671220,Popular
216,461,UCrpQ4p1Ql_hG8rKXIKM1MOQ,Fashion - Topic,2013-12-20,"Fashion is a popular style, especially in clothing, footwear, lifestyle products, accessories, makeup, hairstyle and body. Fashion is a distinctive and often constant ...",Fashion,0,625651,625651,0,-2,625651,Inconsistent
217,547,UCq02yKiM745YoI8IqA0gNFA,Fashion Stylist,2017-04-20,"Hello guys, You are already familiar with my channel name called FASHION STYLISH.We are very pleased to share with you latest collection of all types of ...",Fashion,0,0,0,599727,1,599727,0
218,500,UCf8RUzh59m1XX8NjA3qHjEg,What to Wear - Fashion Over 40,2013-08-19,Welcome to my channel! My name's Gemma. Subscribe to my channel if you enjoy High Street fashion for regular woman over 40. I post videos wearing all the ...,Fashion,0,7386,7386,574200,7,581586,0
219,497,UCLjEhcwJtxVUXMtOxisK69w,JTO Fashion,2015-09-09,"Founded in 2014 by Temi Otedola, JTO is far from just a fashion blog. Motivated from her own inspirations, Temi has used JTO as a platform to express her ...",Fashion,0,10312,10312,540202,17,550514,Inconsistent
220,548,UCKMgQdJNJarbEMenOu4vRMw,ID Fashion TV,2015-04-06,ID FASHION – IS A UNIQUE WORLDWIDE TV PORTAL ABOUT THE LATEST TENDENCIES IN THE WORLD OF BEAUTY AND FASHION. ONLY HERE ...,Fashion,0,1288,1288,322499,3,323787,Popular
221,489,UCjwZRU_NaG0bMEwXhc68izQ,The Fashion Fitness Foodie,2014-09-29,,Fashion,0,6775,6775,286210,30,292985,Inconsistent
