,Channel ID,Channel Name,Created,Description,Genre,Comment Count,Subscriber Count,Video Count,View Count,Upload Frequency
119,UCRIZtPl9nb9RiXc9btSTQNw,Food Wishes,2007-01-15,"Hello this is Chef John, and welcome to the Food Wishes channel, where the food is the star. Watch these fun-to-make, and easy-to-follow recipes, and you'll ...",Food,62,2347896,2347896,478712969,4
120,UCfyehHM_eo4g5JUyWmms2LA,SORTEDfood,2010-03-14,Welcome to Sorted. A global movement of friends with an appetite for exploring the most incredible food experiences on the planet & cooking up utterly ...,Food,2342,1860945,1860945,335601832,3
121,UCH8MPnIk3j-EESyOdUrjeGA,Ploy's Food Diary,2017-10-04,"IG: nichaploii FB: Ploy's Food Diary หรือ Ploy Natnicha B. Eat,Cook,Activities,Diary,Lifestyle ของ พลอยMasterchefTH.",Food,0,55663,55663,1617882,7
122,UCkrdI6_uNjgw4LUbE6JCxmQ,TatyanasEverydayFood,2012-10-07,"Hi there and welcome to my channel! I share new video recipes every week of my favorite, everyday foods like salads and pasta, alongside with elegant desserts ...",Food,6,343963,343963,29082526,5
123,UCyEd6QBSgat5kkC6svyjudA,Mark Wiens,2009-02-02,"Food is the reason you should travel, and on my channel you'll watch videos that feature incredibly delicious food and travel tips. Hey, I'm Mark Wiens!",Food,153,1894367,1894367,392172126,4
124,UCJNtkDAqZBwJF4GKVD-5QKw,Daym Drops,2010-03-21,"The name is Drops, Daym Drops. I'm a Foodie or as many deem me, a #FoodTitan and my goal is to bring you true entertainment all while giving you a review ...",Food,753,887172,887172,156869749,2
125,UCd1fLoVFooPeWqCEYVUJZqg,Matt Stonie,2012-08-24,I record myself eating food and upload it here. New Videos Every Week! -------------,Food,158,4552825,4552825,873992849,10
126,UCz9uUFDhsPYii-ZihoKsbPg,LGR Foods,2017-01-27,I make sandwiches.,Food,0,32941,32941,967923,18
127,UCcAd5Np7fO8SeejB1FVKcYw,Best Ever Food Review Show,2010-09-23,"The first comedy/food review show, exploring the unique foods of each country, with a fresh POV and a punchy delivery, while encouraging empathy and ...",Food,111,521810,521810,51199361,4
128,UC8HsUirjlHv67RCKa8MeHmQ,World Food Traveler,2016-09-20,,Food,0,21831,21831,7495697,10
129,UCBBmlPNO_TwZadNzGmswWMw,Food Lovers,2016-09-22,,Food,0,141602,141602,21573868,1
130,UCYjk_zY-iYR8YNfJmuzd70A,Epic Meal Time,2010-09-29,We make your dreams come true... and then we eat them.,Food,88488,7006939,7006939,986271627,3
131,UCpSgg_ECBj25s9moCDfSTsA,Jamie Oliver,2006-05-21,"Welcome to the Food Tube Family and the largest foodie community in Europe! We are all about beautiful recipes, expert tutorials, fresh talent, wonderful food ...",Food,441,3689475,3689475,436650532,4
132,UC-d9fd3MUmY-2ihNMiNs0rA,Craziest Food Competitions,2016-02-26,This channel is about craziest food eating challenges & street food Vlogs.,Food,0,34776,34776,2422039,4
133,UC1aJuxLHlw8bBV6mfCqVfog,POPSUGAR Food,2010-02-12,"POPSUGAR Food shares delicious recipes, tutorials, kitchen tips and tricks, and everything else you need to start cooking ... and eating! Hosted by Brandi Milloy, ...",Food,30,1132628,1132628,146902977,5
134,UClM8gRK9Drez-KL7-PT4FXw,Street Food Online,2016-12-20,Welcome to my YouTube Channel Street Food Online.In this channel we try to upload videos related to street food. You can find several types of Indian street ...,Food,0,29105,29105,9850000,2
135,UCgfcbgIbG6bw3FkT7AnCo-g,Big Daddy TV - Food Reviews,2017-02-27,"Hello Everybody! My name is Dayton Simpson and Welcome to Big Daddy TV. I will be doing food reviews, NBA videos, Music and More! ***New*** Follow me ...",Food,0,2349,2349,193368,2
136,UCWxBa8MprBJr1vuv3uw8ghA,Fly Fish Food,2006-04-11,Fly Fish Food! Fly tying tutorials and some odd's and end fishing stuff. www.flyfishfood.com Join all our social media circles to get all updates and content!,Food,8,22207,22207,4223094,5
137,UC-j7LP4at37y3uNTdWLq-vQ,Village food factory,2015-05-21,"Village food factory is only entertainment channel like Street foods, Village foods, Travel foods, Hotel foods etc., Subscribe my channel enjoy your foods thank ...",Food,0,1379213,1379213,254409589,6
138,UCRzhwjX47urgADjs_f97mKw,Food Clothing Music & Shelter (TM),2010-11-04,,Food,0,0,0,112276,1
139,UClRrcJFPRuk_PeUBA2kCqJA,Food Factory,2015-06-17,,Food,0,43078,43078,1969933,5
140,UCsi6k7GxOv8j6z47arpk_zA,Fast Food Toys,2015-08-15,"Welcome to Fast Food Toys! We are a family friendly channel! We do mainly fast food toy reviews and also review past, new and next McDonald's Happy Meal ...",Food,0,70421,70421,37913592,2
141,UCl0kP-Cfe-GGic7Ilnk-u_Q,Everyday Food,2012-02-17,"Looking for the best ways to make fast, delicious food at home? How about a variety of healthy dinner options for you and your family? Are you searching for ...",Food,29,1098195,1098195,123361631,2
142,UCDgZ-saVJWUxqbLQPPh-oNA,My Basil Leaf-Vietnamese-Asian And American Comfort Food Recipes,2011-09-16,Vietnamese Food Recipes-Asian and American Comfort Food Recipes. We teach you step-by-step how to make a great meal for your self or family. Our website ...,Food,12,69904,69904,12260800,15
143,UCrwSKj1SUAbS-HkfhZRhbSg,Breville Food Thinkers,2011-03-23,"On Melbourne Cup day in 1932 Bill O' Brien and Harry Norville scraped together 500 pounds and joint their names together to found ""Breville Radio"" Today, ...",Food,15,23642,23642,15392530,6
144,UCggbps9WIY_yU7i6ndFAZEw,Food For Thought,2014-03-05,Identical twin brothers Edward and Gordon pass on their knowledge of basic self-sustainability techniques and life skills in their own special way. From breeding ...,Food,0,30247,30247,12512519,4
145,UCPQLEr1W1R52H3dvxf9pXmw,Food Tak,2017-07-21,Welcome to Food Tak! A platform that will make you believe that cooking is no rocket science. From our very own desi kitchens to cuisines around the globe.,Food,0,7085,7085,150269,1
146,UCaLfMkkHhSA_LaCta0BzyhQ,Munchies,2014-03-24,"MUNCHIES is a website and digital video channel from VICE dedicated to food and its global purpose. Launched in 2014, MUNCHIES offers groundbreaking ...",Food,0,2238058,2238058,419719176,4
147,UCN2TLgHPvdY70CCIXmXYDjA,istanbul street food,2015-07-22,"Hello everyone, I am a foodie in istanbul, turkey. And I love to travel and eat street food. In this channel I am happy to share with you my street food experience in ...",Food,0,11418,11418,4882569,10
148,UC3VWL4Y5WQkPvxWkSfRG7WA,food jazz,2013-03-23,"Just like jazz music, the food I prepare is an eclectic mix of recipes that have evolved over the years by many different influences. Some are classic, some are ...",Food,39,7415,7415,1125052,26
149,UCwVIj-OqEjXNqKpItChRrMQ,Turkish Food Recipes,2013-12-09,"Hello, this is Aysenur Altan. I live in Istanbul. I have a Turkish Recipe channel with near 200 delicious Turkish classic and modern recipes. I own a food website ...",Food,0,29826,29826,3272203,49
150,UC7zj6w-PCqlgW-pn-jmc4Og,Omg Carl's Food Show,2013-07-12,Food Show. Booze too. Sometimes I get a ride in Cars. And maybe Boats and Watches. Probably not wine. Because wine people wear belts.,Food,0,3502,3502,71603,17
151,UClVaTk3qfqLti9p_qlV-MjQ,Authentic World Food,2013-11-03,"Food and travel vlog / Youtube channel with authentic video recipes from the countries I traveled to - India, Sri Lanka, Vietnam, Thailand, Indonesia, Malaysia, ...",Food,0,14284,14284,3937300,22
152,UCZ9gx_5Qhjgk6KVZM67I_og,Fast Food Music,2014-11-21,,Food,0,60293,60293,6792466,44
153,UCZvoUuniFzmOjfBt67lNsEQ,BuzzFeedFood,2012-10-16,"We're back!! Check back every Tuesday, Thursday & Sunday for Tasty Food videos!",Food,8,764714,764714,59186819,28
154,UCl_eOmyf4zTWagDbkN331xQ,Glamrs Food,2016-12-22,"Traditional favourites, exotic delicacies from the corners of India, and everything you need to know to become a gourmet cook! Glamrs food is here to take you on ...",Food,0,6616,6616,431262,3
155,UCrYQ8oPbYmi5UymxQUReVAQ,BIZARRE FOODS,2015-12-11,,Food,0,88196,88196,15426779,2
156,UCVe_8HDwE57tJKxpeJPTSCg,Pho The Love of Food,2017-08-18,Hi! Welcome to our recipe channel! We love to eat and we love to cook and we love to share our favorite recipes with all of you. Every recipe on this channel is ...,Food,0,32352,32352,561876,6
157,UCWzVn02zVLWPYdWuKkFX86Q,Food info,2015-12-08,"Food info is a Channel All About Food,Traditional Cooking with mix of modern Culture this channel is createdy by foody people for foody people you can get ...",Food,0,20484,20484,5889523,3
158,UCeykwchcByjonkMxH25-LNQ,Wesley's Food Den,2018-01-01,Welcome to my kitchen. Nothing brings me greater joy tgan cooking up delicious meals for my family and friends. I mainly cook Indian food and I am originally ...,Food,0,360,360,17358,3
159,UCpcdPloTijprixyP0as7sDg,Sonal's Food,2017-03-07,"Hi, I am an Indian foodie who makes videos about my main passion food. I share my favorite recipes, health foods, ketogenic recipes, diet information, ...",Food,0,1712,1712,88711,6
160,UCmoRxRqr_gVYEfvbuemC4UA,MUMBAI TRAVEL Food,2016-01-06,"It's an is a Youtube Channel Where You Can Watch Foods Video & Hw to Make Food & Recipe of Food, For Womens & Mens. Like it Loves It . Enjoy !",Food,0,115477,115477,25679974,2
161,UCKEPJo5eTHbKDgHxvUSR9Jw,Country Foods,2016-08-19,"Country Foods is a Channel All About Food,Traditional Cooking with mix of modern Culture this channel is createdy by foody people for foody people you can ...",Food,0,972291,972291,157653470,3
162,UCt-LzglDbDB8Uk9gJU7IisQ,Lissa's Raw Food Romance,2009-07-14,Raw Food Romance is all about the love of raw food! Wether you are a full 80/10/10 or Raw till 4 or even just want to incorporate more raw food into your life!,Food,4,36535,36535,2573337,5
163,UCSMZGwceqd20_w4cOrEQ1Ag,Better Than Food: Film Reviews,2015-06-22,A channel dedicated to Films I think are Better Than Food.,Food,0,2791,2791,19291,-2
164,UCF_fEX51a8LTXmMeJbPAPjw,Food Busker,2012-01-16,"I used to have a restaurant, but it went bust. So I left, moved to London and started cooking my food on the streets. But instead of putting a price on the food I ...",Food,0,182296,182296,20248070,6
165,UCV68yoHRFXdTpmTkXKPyjVg,TOP 10 FOODS | EASY RECIPES | STREET FOODS,2013-02-14,"utubefoods recipes list Almonds, Apple, Apricots, Artichoke, Asparagus, Avocado, Banana, Barbecue, Barliy, Basil, Beans, Beef, Beetroot, Bell Pepper, BHEL, ...",Food,0,0,0,10489587,5
166,UCaWENOQoYpNpEW7ghFTTMMA,Gerryko Malaysia Media Events & Food,2014-01-04,"Media Channel about Travel, Events, Food & People in Malaysia & Abroad. For advertising & sponsorship (looking at you Sony, call me, I want that FDR AX55) ...",Food,0,10716,10716,7864078,1
167,UCkMXTIdDGurA3Q43muBhvYQ,jason callan,2013-01-23,"For anyone interested in seeing food & drink review done in a different way. Along with food reviews I do Movie reviews, ASMR, MUKBANG, tell stories of past ...",Food,15,5640,5640,2510120,1
168,UCHJuQZuzapBh-CuhRYxIZrg,INSIDER,2015-09-25,"At INSIDER, we believe life is an adventure. We tell the stories of people who are going out and making the most of life. We cover food, travel, design, beauty, art, ...",Food,0,1960478,1960478,1174254349,1
169,UCL784ga_3vTDUpEZxgveRNQ,단비스 Food,2014-03-26,"맛집을 비롯해서 편의점, 대형마트, 인터넷 쇼핑몰, 전통시장, 배달음식, 패스트푸드, 집에서 만들어 먹는 음식, 어머니가 해주시는 음식 등의...",Food,0,67812,67812,52801121,1
170,UC4zjmczhKe3sEgHMzs01M_Q,STREET FOOD,2014-08-06,STREET FOOD AROUND THE WORLD STREET FOODS LIST ON THIS CHANNEL PANI PURI BHEL INDIAN SWEETS INDIAN TIFFINS LADDU PULIHORA ...,Food,0,737398,737398,295344527,1
171,UCtu8MkufmVgxS8_Ocl7mMig,Food and Agriculture Organization of the United Nations,2007-11-07,"The FAO of the UN leads international efforts to defeat hunger. Serving both developed and developing countries, FAO acts as a neutral forum where all nations ...",Food,0,27374,27374,5210530,1
172,UC4Z-RcQmSCNS-GIZKv40TPQ,بانوراما فوود - PNC Food,2016-11-08,welcome to the official channel for panorama Food مرحبا بكم في القناه الرسمية لقناه بانوراما فوود تردد ١٢٣٤١ بانوراما فوود هيك...,Food,0,494395,494395,81234364,1
173,UCV3rR6KyYPPVlQ0DdGSgI8A,FOOD & TRAVEL TV,2015-06-04,"Food & Travel Tv is for all food lovers, brings complete updates and varieties of dishes available around the city. Please do subscribe for more updates.",Food,0,95166,95166,40039207,1
174,UCwYOFq7ytT-jMWL5cAoqDow,Food Review UK,2013-05-18,"On Food Review UK we review all manner of products from classic, well known worldwide brands, to smaller products offered by only a few retailers. We mix ...",Food,0,16761,16761,6232855,1
175,UCqJkAAmi4QKCPCF62r_-BhQ,India Food Network,2012-08-28,India Food Network-India's First HD Food Network is your step by step guide to simple and delicious home cooking. From regional Indian cuisine to popular ...,Food,17,266154,266154,64165149,1
176,UCsKDjB0_6MJ2SzoAkeMRJbw,KBDProductionsTV,2009-02-04,"Hello, My name is Ken and I am a full time YouTuber. This channel became a food review channel after a bunch of experimenting with different types of video ...",Food,1033,391013,391013,109486905,2
177,UCGUbl5Jqptp_eN7EdpwuIig,ลุงต่อพากิน food travel,2012-04-12,สวัสดีครับเพื่อนๆในยูทูปผมได้สร้างยูทูปครั้งแรกด้วยช่องส่วนตัวและ...,Food,0,0,0,1286820,1
178,UCTrm5Z760H5HShmt6A6NKuQ,Shared Food,2016-06-13,Food Worth Sharing! Inspire your life with the best content in food! Smiles are contagious. Just like us. :),Food,0,4522,4522,1968086,1
179,UCxAA9ahj7jAiJyJtkKRhDVw,The Food Channel,2006-10-06,"The Food Channel is a trend watching, recipe developing, foodie documentary-producing, digital content creating website dedicated to finding out what's ...",Food,111,9683,9683,3170278,1
180,UCFTVNLC7ysej-sD5lkLqNGA,Yuka Kinoshita木下ゆうか,2014-05-21,毎日１８時にアップします！（できるだけ） こんにちは、木下ゆうかです！ 食べる事が大好きで、大食いの動画をメインに投稿しています！...,Food,0,4198870,4198870,1441649331,1
181,UCAzyupPG4vdo8jd9nJ13LAw,My Virgin Kitchen,2009-12-30,A fun food cooking channel. If you are looking for easy how to recipe tutorials mixed with food fun & easy to follow homemade cooking you may have come to the ...,Food,231,703007,703007,111544804,2
182,UCr0rInVEQrz191ngWeS1BlA,Food City,2008-02-20,"The Official YouTube page of Food City Supermarkets, headquartered in Abingdon, VA. We're proud to serve the Kentucky, Virginia and Tennessee area. We've ...",Food,49,9340,9340,10685607,20
183,UChYbbOTUzvPE-bzOCaw8ySg,Food and Travel,2015-08-16,,Food,0,2757,2757,1142392,1
184,UCaMA2T3UQR0ywpjnJL0Ms5Q,Pearls of Wisdom and Food with Keto,2012-07-07,"Keto is practiced on this channel. Also welcome are LCHF and WW people. We cover food, tracking, grocery hauls and all the emotional pratfalls of the ...",Food,0,3437,3437,588568,1
185,UCPW4dz9AgWji2kFW--wIqMA,Matt Monarch,2008-12-23,,Food,852,62596,62596,23470753,1
186,UCqf_rFCGLODeUcw3p_Abr-A,Tastemade,2010-07-30,"Welcome to Tastemade, a global community of food and travel lovers. From quick recipes to original series, we're uploading new videos every single day to ...",Food,126,989645,989645,69191523,2
187,UCS0LnHcO2TTWebWbMP2ZAFA,EenaduIndia Food,2015-12-17,"Bringing you the multifarious taste sensation from the land of diversity, India and faring into the exotic world of taste across the globe with Spicebox.",Food,0,5850,5850,1032041,3
188,UCi1-le5nHYVZib5s8XC29pA,OK Food NET.,2016-11-10,"Jajanan yang OK OK, cuma ada di OK Food. Dari jajanan pinggir jalan sampe jajanan tengah jalan... hehehe, nggak deng. Pokoknya rekomendasi jajanan buat ...",Food,0,77339,77339,29782400,1
189,UCcmNwKgXU_PenND1S6W7wtg,Phil's Food Reviews,2008-08-19,"Phil Lempert, The SupermarketGuru, reviews a new food product every day with this updated daily Web Series, Phil's Food Reviews. With over 50000 products ...",Food,0,1327,1327,373229,8
190,UCjKISfZVA-BPQtT45gk-c2w,David de Jorge - Robin Food,2008-04-08,"David de Jorge es Robin Food y presenta ""Atracón a mano armada"", un programa de cocina que nos aventura en un viaje al fondo de ollas y sartenes, ameno, ...",Food,3,81561,81561,17696838,12
191,UCAE6rpE14yQbWDPJrdu2l-g,ITV Food,2015-01-26,"Welcome to the official YouTube channel for ITV Food. Get previews of our new Food shows and watch clips from some of your favourites including, Let's do ...",Food,0,172,172,58601,1
192,UCKq9JxyISqBHDd-fXfV3QtQ,FastGoodCuisine,2012-08-28,"FastGoodCuisine est la première chaîne de cuisine en France, Vous y trouverez de délicieuses recettes rapides et faciles à reproduire à la maison ! Nouvelles ...",Food,82,2300482,2300482,336087541,4
193,UCffs63OaN2nh-6StR6hzfiQ,Nicko's Kitchen,2006-10-15,Welcome to Nicko's Kitchen! For the last 10 years we have been getting people into the kitchen to cook amazing meals and of course to have fun while doing it.,Food,4564,1155187,1155187,192683316,7
194,UCxSklFRi7f0arLqjBWScTzA,Marlin,2011-01-10,"New Videos Everyday at 10 AM!! Marlin the MarMAR! I make family friendly fun kids content. I do fun kid friendly cooking, challenges, DIY's, and How To make ...",Food,92,2529376,2529376,504495231,2
195,UCeR0n8d3ShTn_yrMhpwyE1Q,TheReportOfTheWeek,2011-02-20,"Shortwave radio enthusiast and broadcaster who critiques comestibles, beverages and beyond, with intermittent postings of random videos and talk shows on a ...",Food,404,968639,968639,71076197,3
196,UC2zm5ogvs-Yo3KkO1TgBO5w,Street Food,2015-01-22,,Food,0,189,189,156452,1
197,UCnTsUMBOA8E-OHJE-UrFOnA,Samuel and Audrey - Travel and Food Videos,2012-08-12,Welcome to Samuel & Audrey travel and food videos! We're travel bloggers with a passion for eating local food and traveling around the world! On our travel ...,Food,22,146866,146866,33914656,3
198,UCKH_4hkRSyUSHDIFMzlGCRA,FOOD & WINE,2008-07-08,"Food & Wine magazine goes way beyond mere eating and drinking. We're on a mission to find the most exciting places, new experiences, emerging trends and ...",Food,39,60319,60319,22619614,2
199,UCPEoRnRtiIT0cpsfevBjRjw,Food Network Canada,2007-03-28,"As the destination for Canadians to have the most fun food experiences, Food Network Canada delivers a schedule of the most entertaining programs from the ...",Food,171,16713,16713,4850673,1
200,UCay2P72vJn22IdJ7Mh25ccg,Twisted,2016-05-18,"Twisted Food We here at Twisted Food are dedicated to bringing you the most decadent, weird, and delicious recipes on the internet. If you've ever wanted to ...",Food,0,75583,75583,6999311,1
201,UCC9uqoIkY8Nd7J9Gnk98W1w,JoeysWorldTour,2007-04-21,"Welcome to Joey's World Tour! Joeys World Tour is an improvisational ""Food Comedy"" channel! Joey uses comedy to bring the usual mundane food review to a ...",Food,64,318062,318062,64205380,3
202,UCbpMy0Fg74eXXkvxJrtEn3w,Bon Appétit,2008-04-29,"Cook with confidence using Bon Appetit's kitchen tips, recipes, videos, and restaurant guides. Stay current on the latest food trends, dining destinations, and ...",Food,18,1345464,1345464,204305893,3
203,UCjLmlBb3hAPB927mQmijXxw,"UK College of Agriculture, Food, and Environment",2009-03-25,"The official YouTube site for news, information, and educational materials from the University of Kentucky College of Agriculture, Food, and Environment, as well ...",Food,0,13740,13740,3971705,3
204,UCT-FJ4sgZ-0OCTmyf1tmKwQ,World Food Programme,2007-05-03,Fighting hunger worldwide - World Food Programme is a UN agency and the largest humanitarian organisation in the world.,Food,606,28801,28801,20569682,15
205,UC9avFXTdbSo5ATvzTRnAVFg,FUNG BROS.,2011-05-22,NEW VIDEOS MONDAYS AND THURSDAYS!** We're two brothers who believe in advancing the discussion of Asian and Asian-American topics for people ...,Food,226,1838799,1838799,321273818,4
206,UCPD_bxCRGpmmeQcbe2kpPaA,First We Feast,2014-02-28,Food meets pop culture. Schedule: -Monday: Food Skills - 3PM -Tuesday: Sean in the Wild - 11AM -Thursday: Hot Ones - 11AM.,Food,0,3249469,3249469,413895241,2
207,UC8gFadPgK2r1ndqLI04Xvvw,Maangchi,2007-04-03,"Hi! I'm Maangchi! My channel is all about cooking, eating, and enjoying Korean cuisine with your family and friends. Cooking wholesome and delicious food and ...",Food,10,2475920,2475920,288395037,10
208,UCJ7yzQTV9Yw6zwAaEIL5Jtg,The Food Emperor,2014-04-05,"Food is subjective as any art. There is no universal tongue all can or should follow. Instead, look around for different cooks and food critics, and eventually you'll ...",Food,0,462835,462835,45260944,14
209,UCJHA_jMfCvEnv-3kRjTCQXw,Binging with Babish,2006-08-21,"Binging with Babish is the realization of a young(ish) man's dream to combine his love of film and cooking, and to have some fun in the process. Join us each ...",Food,12,2539465,2539465,260386265,4
210,UCD5WWnRed32y3xGwmrDhUiQ,ByronTalbott,2011-06-08,"NEW food videos every week for all people, all the time! For media and sponsorship opportunities, contact: byronlovesfood@gmail.com.",Food,171,1398114,1398114,102973420,10
211,UCXOKEdfOFxsHO_-Su3K8SHg,Strictly Dumpling,2013-10-27,I LOVE FOOD!!!! So you have just entered my food universe where I will show you all the best places to eat and some awesome recipes!!! ~Send stuff at our PO ...,Food,0,1194615,1194615,180132618,4
212,UCLig6Ad-39Kvezm5StqTjJA,FoodForLouis,2011-05-12,Follow Louis' daily adventures on http://www.youtube.com/FunForLouis.,Food,3053,488460,488460,0,-2
213,UCdegm7Y2AePJhkkmWCyYEwg,Rajshri Food,2011-10-12,Great food is now a click away. It's time to sharpen your cooking skills with our simple recipes across a wide range of cuisines. Subscribe NOW!,Food,13,1384280,1384280,207024639,3
214,UCBLbx0zwDcFoKV9pdyOTuLw,Timmy Timato,2010-10-26,I'M TIMMY TIMATO! I make DIY videos and a few other things once in a while! Making crazy DIYs is honestly my passion and it slays! Usually my DIY videos are ...,Food,1472,1495660,1495660,189840363,3
215,UCVVAnxQ2YMC_qlc7QfPA2YQ,AlmazanKitchen,2015-05-20,Welcome to AlmazanKitchen! We are the first channel in the world that cooks all dishes on fire in the wild forest using organic homemade ingredients!,Food,0,1172175,1172175,89530930,3
216,UCMmZEL8jV1B61NKAXcyW87A,Helen's Recipes (Vietnamese Food),2011-04-05,"This channel helps you cook Vietnamese Food in the easiest, fastest and most authentic way. New video every Friday at 10pm Vietnam Time (7am PST) About ...",Food,208,406064,406064,68436537,6
217,UCosny7dI3LVZE-GWR1RKxsg,How To Make Sushi,2012-09-08,"Learn how to make sushi by viewing our sushi recipe videos, also you can visit our website MakeSushi.com to see our full sushi recipes. Learn how to make ...",Food,10,906440,906440,135206914,14
218,UCSbgQOPHnLhKMus6O4lFM2A,Entertaining With Beth,2012-10-06,"Easy recipes elegant enough for entertaining, but also simple enough for a weeknight meal. New videos post every Saturday! All recipes can be found in ...",Food,88,387267,387267,34186073,6
219,UCzNN5amXsxsGzuehTXUYTrQ,MattV2099: Guns & Food,2006-03-05,Due to changes in Youtube's policies video production for upload on this channel is on hold. If you wish to commission the production of a video you may contact ...,Food,89,473910,473910,81293569,17
220,UCudzojQxnLAI7uQPVYJy_oQ,hot for food,2014-08-27,Lauren Toyota is hot for food... as long as it's vegan! She's breaking all the misconceptions of what it means to be vegan one drool worthy recipe at a time.,Food,0,412457,412457,27641043,7
221,UCGnPyMtzUCfkX1aEdfPHkgg,Food Farmer Earth,2011-08-12,"A journey of wide discovery about our food and sustainable agriculture. ○ Short docs featuring food artisans, small farmers, interesting and inspiring individuals ...",Food,20,116985,116985,20271929,8
222,UC2BFx9glnPZ-fK3UPDo3V3A,Foodbeast,2011-03-17,Video coverage of what's moving and shaking in food news.,Food,20,142156,142156,42685312,5
223,UC9KnqWYOp3kccTq_IevQXYQ,FOOD TV,2013-10-17,"Все для тех, кто любит готовить и есть. Вы научитесь основным кулинарным навыкам и приготовите превосходные...",Food,0,24706,24706,2874394,3
224,UCOpNcN46UbXVtpKMrmU4Abg,Gaming,2013-12-15,"YouTube's gaming channel, featuring news, reviews, playthroughs, and more. This channel was generated automatically by YouTube's video discovery system.",Gaming,0,77882965,77882965,0,-2
225,UCKqH_9mk1waLgBiL2vT5b9g,VanossGaming,2011-09-15,Official Vanoss Gaming YouTube Channel.,Gaming,5053,22847370,22847370,9204446220,2
226,UC-6Ygz2yrPcPPhl4pAobqNQ,Fail Time!,2016-12-26,Join the Hi5 crew in reacting to strange and wacky things you guys send us!,Gaming,0,844692,844692,71775003,5
227,UCC-RHF_77zQdKcA75hr5oTQ,FGTeeV,2013-05-24,"FGTeeV, the Family Gaming team, brings you the premiere YouTube channel for family gamers. Meet FGTeeV Duddy his wife FGTEEV Mom or Moomy, their ...",Gaming,55,6160578,6160578,7007036020,3
228,UC7tHXQXWImq_0I3PCQ8Udaw,Annoying Orange Gaming,2013-11-07,Thanks to Midget Apple who graciously allowed us to convert his channel into THE place for Annoying Orange gaming. New videos EVERY DAY. WOOO!!! Don't ...,Gaming,0,1580212,1580212,1076487693,1
229,UC2wKfjlioOCLP4xQMOWNcgg,Typical Gamer,2008-08-24,"What's up everybody, Typical Gamer here! Welcome to my channel where I upload daily gaming livestreams and videos featuring games such as GTA 5, Fortnite ...",Gaming,2107,6878870,6878870,1651366434,1
230,UCoaWFCFBDCXS030uimjZAkw,TheGamingLemon,2011-06-29,"My name's Brad! I love nothing more than making videos, gaming, and making people laugh. Here I upload comedy based gaming videos over a wide variety of ...",Gaming,4402,3819649,3819649,607160315,20
231,UCiufyZv8iRPTafTw0D4CvnQ,Neebs Gaming,2014-03-16,"From the Creators of Battlefield Friends, Mob Squad and Doraleous and Associates, we bring you Neebs Gaming! The greatest gaming channel in the world.",Gaming,0,1618508,1618508,431984309,1
232,UCA1xsnr9xBtCBiJpxLVsZLg,MazTech Gaming,2017-11-07,"This channel is dedicated to the true gamer! For those of you that LOVE video games, and for those of you who LOVE Let's plays, trophy guides and livestreams, ...",Gaming,0,1227,1227,31595,1
233,UCyS4xQE6DK4_p3qXQwJQAyA,DidYouKnowGaming?,2012-05-22,"DidYouKnowGaming covers video game facts, Easter eggs, secrets, censorship, glitches and history for many of gaming's biggest names, including the ...",Gaming,765,2186543,2186543,404603959,3
234,UC_ItCy-BTDCULPpDPlieUKA,GamingWithJen,2012-11-28,"Hello!! Welcome To My Channel! I'm Jen, a 27 year old girl with a slight obsession with all things cute and girly. I also love to play Minecraft with my husband Pat.",Gaming,6,3944471,3944471,558300825,2
235,UCnbvPS_rXp4PC21PG2k1UVg,Gaming Historian,2006-07-17,The Gaming Historian is a documentary series all about the history of video games. I also like to review books and certain games that I find interesting. The show ...,Gaming,1335,418481,418481,39469102,22
236,UCvO9Xk3bheuxEemvknCj72g,WhatCulture Gaming,2015-09-22,,Gaming,0,830147,830147,213917220,1
237,UCSgOaBFfb8229ZJ7_-KYeFQ,Al's Gaming,2013-08-13,"Game Lore, Analysis and Critique. Please note that the quality of earlier videos is not good as my latest, this channel is a constantly improving project, video, ...",Gaming,0,5509,5509,1071961,6
238,UC2pG2hee7OIWQ4G7fpcJm0g,BasSTOP Gaming,2017-11-04,,Gaming,0,185670,185670,0,-2
239,UCi-xN4ZB6e-0JcXzvBEomlw,Gaming Sound FX,2014-10-31,"The #1 source for all your gaming sound effects needs. Choose from a range of high quality clips, that are guaranteed to improve your video content. Want a ...",Gaming,0,263150,263150,77271827,16
240,UCB8Kb4pxYzsDsHxzBfnid4Q,AlexRamiGaming,2016-06-29,SPONSOR STREAM https://gaming.youtube.com/c/AlexRamiGaming/live ▻FACEBOOK https://www.facebook.com/AlexRamiGaming/ ▻INSTAGRAM ...,Gaming,0,767193,767193,5718610,12
241,UC97XthQ7oIOfAWIGPoyFDYQ,Legends of Gaming NL,2015-12-08,"Het meest spectaculaire, epische game-toernooi op YouTube! Gaming PC's en hardware geleverd door http://www.informatique.nl Check de vernieuwde 2.0 ...",Gaming,0,375734,375734,57524590,3
242,UCk96eqyyjOTui8NChSH8LPg,Stupid Cat Gaming,2017-11-25,If you love gaming please subscribe.,Gaming,0,1516,1516,206325,1
243,UCVtWIzxBhiW9gbCBka0eUFQ,Tag Gaming,2017-08-11,Streaming!,Gaming,0,3279,3279,17252,5
